지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2015-11-19,7.5,5.9,9.1,.6,3.8,1,82,90,0,
90,속초,2015-11-20,9.5,5.4,14.2,,4.1,1.5,45,72.8,5.2,
90,속초,2015-11-21,8.6,5,11.7,,4.7,1.6,41,73.4,7.9,
90,속초,2015-11-22,8,5.8,9.9,60,7.2,2.7,78,89.9,0,
90,속초,2015-11-23,5.6,4.8,7.7,38.3,6.6,2.8,90,92.4,0,
90,속초,2015-11-24,3.7,1.7,5.9,22,6.9,2.2,84,90,0,
90,속초,2015-11-25,2.3,-.1,4.6,24.7,4.2,1.1,56,85.1,.2,
90,속초,2015-11-26,.2,-2.2,3.8,,8.1,3.3,30,41.9,8.9,
90,속초,2015-11-27,.2,-3.2,2.8,,7.2,2.5,12,31.8,9.1,
90,속초,2015-11-28,2.6,-1.1,5.7,,7,2.3,27,46.4,5.8,
90,속초,2015-11-29,2.9,-.9,7,0,2.8,1,43,71.5,1.1,
90,속초,2015-11-30,5.5,1.2,9.4,0,7.4,2.3,29,56.1,8.4,
90,속초,2015-12-01,3.9,-.7,8.3,,2.3,1.5,43,64,8.8,
90,속초,2015-12-02,6.3,2,9.3,0,5.5,1.9,30,75.5,.1,
90,속초,2015-12-03,1.3,-2.8,4.5,.2,8.2,3.8,32,38.9,6.3,
90,속초,2015-12-04,1.3,-3.5,4.5,,6.4,3.5,20,30.6,9,
90,속초,2015-12-05,5.4,2,9.6,,6.6,2.7,12,30.3,8.7,
90,속초,2015-12-06,3.1,-1,8.4,,2.7,1.5,31,52.4,7.5,
90,속초,2015-12-07,4.7,2.1,6.3,,2.4,1.3,58,71.1,.1,
90,속초,2015-12-08,4.6,.5,9.4,,2.3,.9,59,81.8,2.9,
90,속초,2015-12-09,5.9,-.6,10.9,,2.6,1.2,18,60,3,
90,속초,2015-12-10,7.4,3.9,10.2,0,6,1.7,52,80.3,0,
90,속초,2015-12-11,5.6,2.4,7.9,1.3,7.5,3.3,50,65.3,3.5,
90,속초,2015-12-12,2.9,-.1,7.2,,2.7,1.4,44,65.3,5.2,
90,속초,2015-12-13,4.3,-.3,7.6,,2.9,1.3,59,73.3,3.2,
90,속초,2015-12-14,5.5,3.8,7.9,0,1.8,.7,55,75.9,.1,
90,속초,2015-12-15,6.4,4,9,,6.3,2.8,35,51.5,4.4,
90,속초,2015-12-16,.8,-3.1,4.3,,5.5,3,14,27.6,8.6,
90,속초,2015-12-17,-2.7,-6.6,2,,3.5,1.2,16,30.3,8.8,
90,속초,2015-12-18,1,-5.5,6.9,,5.7,1.9,1,29.6,8.8,
90,속초,2015-12-19,1.3,-1.9,6.6,,3.1,1.6,29,45.8,8.8,
90,속초,2015-12-20,4.3,-2.1,7.3,,4.2,1.4,14,25.4,.7,
90,속초,2015-12-21,4.7,.1,8.8,.2,4,1.3,29,49.4,3.8,
90,속초,2015-12-22,3.6,.1,7.7,,3.6,1.5,28,59,8.5,
90,속초,2015-12-23,4,1,7.2,0,1.9,.9,74,84.8,1.1,
90,속초,2015-12-24,3.9,.9,8.3,,4.8,1.7,22,46.9,4.7,
90,속초,2015-12-25,1.4,-2.2,5,,4.3,2,12,26,8.7,
90,속초,2015-12-26,3.6,-1.2,8,0,5.7,2.8,23,38.5,5.5,
90,속초,2015-12-27,-3,-5.5,-.5,,3.9,1.9,13,39.9,6.9,
90,속초,2015-12-28,-2.5,-7.2,1.6,,5.8,2.1,,,8.9,
90,속초,2015-12-29,-.1,-6.4,5.7,,3.3,1.3,17,,8,
90,속초,2015-12-30,2.4,-2.6,6.5,,2.8,1.1,37,54.1,7,
90,속초,2015-12-31,2,-1.4,5.2,0,5.1,1.9,45,75.6,3.3,
90,속초,2016-01-01,3.6,-2.3,7.6,,6.3,2.3,30,44.9,8.7,
90,속초,2016-01-02,8.4,5,11.5,,8,3.1,38,50.4,8.2,
90,속초,2016-01-03,6.7,2.4,9.8,,5.3,1.9,53,80,5.2,
90,속초,2016-01-04,5.4,.8,9,,5.9,2.7,13,32.6,8.4,
90,속초,2016-01-05,.6,-2.6,4.4,,6.1,2.5,9,16.8,8.3,
90,속초,2016-01-06,.5,-4.7,6.3,,5.1,2,21,36.4,8.4,
90,속초,2016-01-07,-.4,-4,3.7,,4.1,1.9,17,28.3,8.9,
90,속초,2016-01-08,-1.1,-3.4,2.3,,5,2.4,16,25.1,9.1,
90,속초,2016-01-09,.1,-3.9,3.6,,5.6,2.8,21,32,9,
90,속초,2016-01-10,1.8,-1.3,5.8,,5.2,2.4,12,30.1,8.7,
90,속초,2016-01-11,-2,-5.4,1.3,,4.5,2.1,14,30.9,9,
90,속초,2016-01-12,-1.8,-7.1,2.3,,5,2.1,15,26.6,8.9,
90,속초,2016-01-13,-2.3,-5.9,1.3,,4.7,2.7,20,35.5,8.5,
90,속초,2016-01-14,-2.9,-7.6,.9,,7.1,2.7,15,33.6,8.4,
90,속초,2016-01-15,-1.7,-4,2.2,,3.4,1.7,24,49.4,8.9,
90,속초,2016-01-16,-.1,-5,5.1,0,3.7,1.4,33,64.5,0,
90,속초,2016-01-17,1.5,-1.6,4.3,,3.8,1.7,82,89.9,0,
90,속초,2016-01-18,-2.9,-11.4,3.5,,6.8,3.2,14,48.6,,
90,속초,2016-01-19,-10,-13.1,-7,,8.2,3.5,18,25.4,,
90,속초,2016-01-20,-6.3,-11,-.5,,5.8,2.4,27,40.1,,
90,속초,2016-01-21,-4,-8.6,.3,,4.6,2.2,23,36.5,3.3,
90,속초,2016-01-22,-3.4,-6.6,.1,,4.4,2.2,14,24.8,6.1,
90,속초,2016-01-23,-8.3,-13.4,-4.4,,8.7,3.9,9,16.6,8.8,
90,속초,2016-01-24,-10.5,-16.4,-4.1,,5.2,2.2,13,23.3,9.2,
90,속초,2016-01-25,-6.9,-12.4,-2.1,,3.4,1.5,26,35.1,9.3,
90,속초,2016-01-26,-1,-7.8,3.2,,7.5,3.4,30,39.4,9.2,
90,속초,2016-01-27,1.7,-1.3,5.3,,6.8,3.7,16,31.6,9,
90,속초,2016-01-28,-.1,-3.7,5.6,,3.7,1.7,21,42.8,.9,
90,속초,2016-01-29,-.3,-2.1,1.3,2.9,4.8,2.1,47,81.9,0,
90,속초,2016-01-30,-.9,-1.8,-.2,3.7,4,1.4,99,99,0,
90,속초,2016-01-31,-1.9,-4.3,1.3,,5.7,2,39,76.3,8.7,
90,속초,2016-02-01,-3.5,-7.2,.3,,4.3,1.6,26,39.5,9.4,
90,속초,2016-02-02,-4.1,-9.4,.2,,2.6,1.4,29,44.4,9.6,
90,속초,2016-02-03,-1.6,-7.9,2.9,,3.1,1.4,23,37.1,9.7,
90,속초,2016-02-04,2.2,-1.4,7.1,,4.8,2.5,16,31.3,9.6,
90,속초,2016-02-05,.3,-2.5,3.7,,5.3,2.6,14,26.8,9.7,
90,속초,2016-02-06,-3.6,-6.7,-.8,4.3,5.3,1.9,28,79.8,.8,
90,속초,2016-02-07,-1.9,-7.7,3.2,,2.9,1.5,23,54.9,9.8,
90,속초,2016-02-08,1.3,-3.7,4.9,0,6,2.4,25,51.8,3.8,
90,속초,2016-02-09,1.8,-2.2,5.3,1.1,7.2,2.6,23,42.9,9.9,
90,속초,2016-02-10,1.2,-3.8,5.4,,3.8,1.5,31,51.3,10.1,
90,속초,2016-02-11,2.1,-3,5.2,,2.3,1.2,66,89.5,7.7,
90,속초,2016-02-12,2.7,1.6,3.7,2.7,4.6,1.4,99,99,0,
90,속초,2016-02-13,3.6,1.2,5.8,13.4,7.3,2.1,99,99,0,
90,속초,2016-02-14,-.3,-3.2,2.1,8.3,5.3,2,55,82.6,1.1,
90,속초,2016-02-15,-3,-5.9,.4,,5.1,2.5,26,38.9,10.1,
90,속초,2016-02-16,-.3,-4,3.6,,7,2.9,34,44.9,8.1,
90,속초,2016-02-17,2.6,-3.2,6.9,,5.5,2.1,25,34.1,10.1,
90,속초,2016-02-18,6.2,.7,10.3,0,7.6,2.8,24,52.9,7.7,
90,속초,2016-02-19,5.8,2.7,8.5,,6.4,2.7,20,35.6,2,
90,속초,2016-02-20,1.8,-1.5,4.6,,8.5,2.6,28,52.6,7.4,
90,속초,2016-02-21,1.5,-2.4,6,,6,2.2,15,25.1,10.2,
90,속초,2016-02-22,3,-.9,6.3,,4.1,1.6,19,36.5,2.7,
90,속초,2016-02-23,3.3,-1,8.2,.5,8.8,3.5,16,58.3,9.7,
90,속초,2016-02-24,-1.5,-3.3,1.1,2,5,1.7,35,89.8,.4,
90,속초,2016-02-25,1.2,-3.6,4,0,6.8,2.8,28,41.3,9.4,
90,속초,2016-02-26,1.7,-1.8,5.3,,4.8,2.2,19,42.9,10.5,
90,속초,2016-02-27,1.9,-2.1,4.9,,4.2,1.7,47,68.1,7.2,
90,속초,2016-02-28,1.2,-1.9,4.7,6,6.8,2,64,91.3,3.7,
90,속초,2016-02-29,-1.7,-3.9,.7,,4.6,2.3,42,56.4,7.2,
90,속초,2016-03-01,-.3,-7.6,5,,4.9,2.1,21,37,10.2,
90,속초,2016-03-02,5.8,.1,9.6,,5.5,2.4,39,48,8.8,
90,속초,2016-03-03,7.2,3.9,11.5,,7.4,2.2,52,79.1,9.9,
90,속초,2016-03-04,4.6,3.8,6,,4.7,2.2,80,92.8,0,
90,속초,2016-03-05,4.4,3.4,6.5,18.2,5.8,1.7,81,96.8,0,
90,속초,2016-03-06,5.8,2.5,10.7,,3,1.3,40,81.5,7.8,
90,속초,2016-03-07,5.2,1.6,9.2,,2.8,1.1,59,82.9,1.7,
90,속초,2016-03-08,5.4,1.3,8.3,,6.9,1.5,18,42.9,4.3,
90,속초,2016-03-09,-.5,-2.5,3.1,11.5,8,2.8,31,81.6,0,
90,속초,2016-03-10,-.9,-4.3,1.8,,6.9,2.2,32,51.9,10.2,
90,속초,2016-03-11,-.8,-4.4,2.4,,4,1.7,24,40.9,10.9,
90,속초,2016-03-12,3.3,-3.3,8.6,,4,1.6,29,43.1,9.5,
90,속초,2016-03-13,6.3,2.8,9.9,,3.8,1.7,35,47.5,1.9,
90,속초,2016-03-14,3.1,-.8,6.3,,5.3,1.5,48,61,3.8,
90,속초,2016-03-15,6.7,-1.4,11.5,,6.3,1.8,21,46.3,8.1,
90,속초,2016-03-16,13.1,8.6,18.8,,8.8,2.6,13,21.6,8.3,
90,속초,2016-03-17,12.7,5.9,17.4,,5.3,1.9,14,39,8.1,
90,속초,2016-03-18,13.3,8.8,19.4,,5,1.8,30,59.6,9,
90,속초,2016-03-19,9.1,5.2,14.3,,5.5,1.7,49,66.1,8.3,
90,속초,2016-03-20,6.4,1.9,8.6,,4.1,1.7,52,71.8,0,
90,속초,2016-03-21,7.8,.4,12.5,,5.5,2,35,69.1,10.8,
90,속초,2016-03-22,10.1,4.3,16.1,,4.9,1.9,18,51.5,4.4,
90,속초,2016-03-23,4.6,1.8,6.3,2.1,3.1,1.4,70,79,0,
90,속초,2016-03-24,5.1,.8,9.4,,4.3,2.1,40,59.3,9,
90,속초,2016-03-25,4.7,.7,10.2,0,3.5,1.6,53,74.1,5.7,
90,속초,2016-03-26,6.8,.9,12,,2.7,1.3,53,65.3,11,
90,속초,2016-03-27,9.4,2.8,14,,4,1.5,34,50.1,11,
90,속초,2016-03-28,14,7.5,20.4,,5.1,1.8,14,27.3,10.9,
90,속초,2016-03-29,16,11.4,21.5,0,7.3,3.7,15,33.3,5.1,
90,속초,2016-03-30,13.3,9,21,,6.9,2.2,21,46.6,11.2,
90,속초,2016-03-31,14.4,9,19.9,,7,2.3,21,37.3,9.7,
90,속초,2016-04-01,8.9,6.9,15.1,,6.9,2.8,27,75.4,6.7,
90,속초,2016-04-02,9.6,6.7,13.3,,4.8,1.9,69,84.3,7.3,
90,속초,2016-04-03,8.7,6.3,9.9,2.1,4.9,1.5,76,93.5,0,
90,속초,2016-04-04,9,4.2,14.3,,4.4,2,68,84.1,10,
90,속초,2016-04-05,15.8,7,23.4,,6.4,2.3,12,36.8,11.4,
90,속초,2016-04-06,12.6,9.1,16,,4.3,1.7,34,70.8,7.2,
90,속초,2016-04-07,12,9.3,16.3,10.4,4.8,1.6,43,85.6,4.8,
90,속초,2016-04-08,17.6,10.5,23,,7.4,2.8,10,32.8,11.9,
90,속초,2016-04-09,18.3,10.3,24.1,,7.9,3.8,11,40.8,8.8,
90,속초,2016-04-10,8.2,5.8,10.4,.2,6.9,2.6,42,66.8,0,
90,속초,2016-04-11,7.6,3.6,11.8,0,5.2,2.3,45,68.6,4.5,
90,속초,2016-04-12,8.7,3.9,12,,3.5,1.4,66,79.8,2.2,
90,속초,2016-04-13,14.4,8.7,19.9,0,4.9,1.8,50,71.8,6.7,
90,속초,2016-04-14,13.6,7.6,21,,7.8,1.7,27,69.1,11.1,
90,속초,2016-04-15,11.1,4.7,15.6,,8.7,3.2,51,69.1,11.4,
90,속초,2016-04-16,14,8.4,22.4,32.3,5.2,1.8,32,70.6,5.4,
90,속초,2016-04-17,14,10.9,18,11.2,10.4,4.7,32,54.8,10.2,
90,속초,2016-04-18,11.9,6.6,19.9,11.4,7.5,3.5,20,55.6,9.2,
90,속초,2016-04-19,10.9,6.5,15.6,,5.5,2.4,48,73.6,11.6,
90,속초,2016-04-20,14.7,8.2,21,0,4.3,1.5,30,54.5,2,
90,속초,2016-04-21,11.4,9.3,15.2,9.9,4.7,1.4,52,97.5,0,
90,속초,2016-04-22,20.3,9,29.3,,5.8,2.3,22,43.9,11.1,
90,속초,2016-04-23,16.3,11.7,19.8,,3.9,2,13,28.8,10.3,
90,속초,2016-04-24,12.7,6.8,17.7,,3.4,1.4,28,47.4,12.2,
90,속초,2016-04-25,15.9,6.1,23.8,,6.6,2.3,28,51.1,11.9,
90,속초,2016-04-26,12.2,9,19.3,,8,4.1,38,70.9,7.4,
90,속초,2016-04-27,9.2,8.5,10.3,,4.6,2.5,76,81.9,0,
90,속초,2016-04-28,9.3,6.4,13.8,,4.4,1.9,68,81.9,9.7,
90,속초,2016-04-29,12.7,5.2,19.1,,4.5,1.7,38,70.3,11.9,
90,속초,2016-04-30,17.2,11,23,0,7.7,2.9,32,62.4,6,
90,속초,2016-05-01,13.9,10.3,20.9,,5.8,2.6,37,78.3,1.5,
90,속초,2016-05-02,13,9.1,18.9,2.7,4.5,1.6,60,87.5,7.9,
90,속초,2016-05-03,14.4,11.6,20.6,3.8,8.8,3.2,45,73.5,1.1,
90,속초,2016-05-04,16.9,12.2,21.3,.6,10.7,6.6,28,39.8,5.8,
90,속초,2016-05-05,18.2,13.3,25.1,,8.9,3.1,13,39.5,6.6,
90,속초,2016-05-06,13.6,11.2,20.4,.5,5,1.9,47,80,.6,
90,속초,2016-05-07,18,13,24.7,,5.7,2,27,49.9,12.3,
90,속초,2016-05-08,15.6,10.9,20.8,,4.1,1.4,37,70,11.9,
90,속초,2016-05-09,15.5,12,21.6,,5.1,1.3,48,74.4,2.2,
90,속초,2016-05-10,11.5,10.2,14.1,20.5,6,3.3,82,95.8,0,
90,속초,2016-05-11,13.1,9.1,17.5,.2,6.1,2.5,46,76.5,12.9,
90,속초,2016-05-12,19.3,10.4,25.7,,7.5,2.2,21,54,12.5,
90,속초,2016-05-13,15.5,8.7,21.7,,9.9,2.9,27,57,9.9,
90,속초,2016-05-14,13.1,7.3,17,,4.6,2,62,80.9,11.3,
90,속초,2016-05-15,12.9,11.2,15.3,4.7,4.6,2.2,78,89.4,5.1,
90,속초,2016-05-16,18.7,11.2,23.9,.7,7.2,3.3,18,40,10.6,
90,속초,2016-05-17,21.3,13.8,28.1,,5.1,1.9,17,38,13.6,
90,속초,2016-05-18,21.2,15.7,28.2,,5.9,2,22,46.6,12.9,
90,속초,2016-05-19,19.3,13.4,27.9,,4.7,1.6,24,61,13.6,
90,속초,2016-05-20,13.4,10.8,17.7,,3,1.3,76,91.8,11.7,
90,속초,2016-05-21,15.9,9.9,20.6,,3.3,1.5,51,75,12.3,
90,속초,2016-05-22,16.6,11,21.4,,3.4,1.2,52,79.5,12.4,
90,속초,2016-05-23,17,13.3,20.4,0,3.6,1.3,72,89.3,8.3,
90,속초,2016-05-24,18.3,13.9,23.7,1.9,5.9,1.8,47,73.8,4.3,
90,속초,2016-05-25,22.3,16,26.5,,6.7,2.5,39,51.8,12.7,
90,속초,2016-05-26,21.8,18.9,24.3,.1,4.5,1.9,39,58.1,.3,
90,속초,2016-05-27,19.3,16.5,23.2,,4.6,1.6,38,70.3,9.7,
90,속초,2016-05-28,22.5,16.5,29,,6.2,2,28,52.9,13.3,
90,속초,2016-05-29,21.5,15.5,27.1,,3,1.2,31,52.8,7.3,
90,속초,2016-05-30,17.3,14.3,26,,5.7,2.9,26,80.8,6.4,
90,속초,2016-05-31,21.8,16.9,26.1,,4.4,1.9,25,55.8,10.1,
90,속초,2016-06-01,17.8,14.4,21.6,,3.8,1.5,50,77.4,13.8,
90,속초,2016-06-02,18.7,12.6,23.3,.5,5.9,2.1,36,63.6,13.9,
90,속초,2016-06-03,23.9,15.6,29.3,.4,5.6,2.2,27,53.8,12.4,
90,속초,2016-06-04,21.2,17.1,26.1,,3.6,1.4,23,60.1,2.4,
90,속초,2016-06-05,16.9,15.3,19.4,,8.8,3.1,72,85.3,4.5,
90,속초,2016-06-06,18,15.7,21.9,,4.4,1.5,68,84.6,3.3,
90,속초,2016-06-07,18.9,16.9,22.1,0,4,1.6,76,89.3,4,
90,속초,2016-06-08,19.3,17.5,22.6,.4,3.6,1.8,78,92.6,2.5,
90,속초,2016-06-09,19.1,16.5,21.6,,5.1,1.9,81,91.8,5.7,
90,속초,2016-06-10,19.5,15.1,23.6,,5.7,2,75,87.5,10.6,
90,속초,2016-06-11,22.9,17.6,27.4,.1,4.2,1.3,59,76.6,7.3,
90,속초,2016-06-12,21.9,17.6,29.5,30.9,5.6,2.2,56,85.4,4.3,
90,속초,2016-06-13,18.6,17.5,21.4,0,5.3,2.4,77,89.9,.2,
90,속초,2016-06-14,18.2,16.8,20,1.3,4.1,1.6,81,92.9,0,
90,속초,2016-06-15,19,17.7,22,8.8,3.8,1.2,86,98,.8,
90,속초,2016-06-16,21.7,17.7,28,0,4.6,2.2,46,77.5,7.8,
90,속초,2016-06-17,26.5,21.8,30.5,,4.3,1.9,36,49.3,9.7,
90,속초,2016-06-18,24.4,19.9,29.1,,4.3,1.7,35,68.3,12.8,
90,속초,2016-06-19,19.4,17.8,21.6,0,5.6,2.6,77,89,4.9,
90,속초,2016-06-20,20.6,18.1,23.6,,5.2,1.6,77,88.6,5.6,
90,속초,2016-06-21,20.6,18.9,22.4,,4.1,1.9,80,88.9,.1,
90,속초,2016-06-22,19.4,18.9,20.4,4.3,2.9,1.1,91,97.9,0,
90,속초,2016-06-23,20.9,18.8,24.4,0,5,1.5,75,92,5.1,
90,속초,2016-06-24,19.3,16.4,21.5,10,7.7,1.8,87,96.4,.2,
90,속초,2016-06-25,22.8,16.7,28.2,,7.9,2.3,42,59.8,9.2,
90,속초,2016-06-26,23.9,18.9,29.4,,3.8,1.6,39,62.1,14.1,
90,속초,2016-06-27,21.6,18.4,25.5,,2.6,.9,59,78.9,3.2,
90,속초,2016-06-28,19.9,18.7,23.4,,3.6,1.5,76,90,2.5,
90,속초,2016-06-29,21.1,19,24.5,.3,2.5,1.3,77,89.9,6.4,
90,속초,2016-06-30,22.2,19.8,25.5,5.2,3,1.4,76,89.3,8,
90,속초,2016-07-01,22.6,19.7,27.2,80,5.4,1.2,70,88,.1,
90,속초,2016-07-02,22.7,19.7,25.7,14.8,6,2.2,70,84.1,9.3,
90,속초,2016-07-03,23.9,19.9,27.9,,3.6,1.1,64,78,5.5,
90,속초,2016-07-04,20.2,19.1,22.2,35.7,2.6,1.2,90,96.5,.1,
90,속초,2016-07-05,19.1,17.2,20.6,206.4,5.5,2.5,91,97.6,0,
90,속초,2016-07-06,18.1,17,19.9,2.3,2.9,1.3,89,95.8,0,
90,속초,2016-07-07,19.5,17.8,22.6,,3.5,1.3,80,92.1,4.3,
90,속초,2016-07-08,21.2,17.4,26.1,,3,1.2,75,92.9,11.9,
90,속초,2016-07-09,23.1,18.2,28.1,,3.3,1.1,70,88.8,13.5,
90,속초,2016-07-10,24.3,20.8,27.2,,3.4,1,71,85.3,11.3,
90,속초,2016-07-11,23.1,21,25.7,,2.5,1.1,85,94.5,3.5,
90,속초,2016-07-12,23.1,21.7,25.9,1.2,5.2,1.7,82,94.8,.6,
90,속초,2016-07-13,22.6,21.1,25.6,,2.9,1.1,84,96.4,2.3,
90,속초,2016-07-14,24.2,21.8,27.8,7.3,4.5,1.2,55,82.3,6.5,
90,속초,2016-07-15,23.8,21.3,27.3,.2,2.9,1.2,62,76.9,3.6,
90,속초,2016-07-16,19.9,19,22.1,110.6,7.7,2.2,85,96.5,0,
90,속초,2016-07-17,20.3,19.5,23.2,3.4,5.3,1.6,86,96.3,1,
90,속초,2016-07-18,21.6,19.2,24.5,,3.1,1.5,80,92.4,4.5,
90,속초,2016-07-19,22.2,20.7,25,,3.6,1.3,80,90.5,0,
90,속초,2016-07-20,22,20.5,24.6,.2,2.8,1.1,83,90.5,.5,
90,속초,2016-07-21,21.8,19.6,23.8,,2.9,1.2,85,92.5,.3,
90,속초,2016-07-22,23,20.6,25.8,,3.7,1.6,76,87.4,4.1,
90,속초,2016-07-23,22.4,20.9,24.2,1.3,2.9,.9,82,92.4,.1,
90,속초,2016-07-24,22.1,20.6,23.9,3.9,5,1.2,85,94.8,.1,
90,속초,2016-07-25,22.8,21,25.1,,3.1,1.2,86,95.6,3.4,
90,속초,2016-07-26,24.2,22.1,26.5,,4,1.3,82,93.4,3,
90,속초,2016-07-27,27.1,25.1,28.7,0,2.5,1.1,60,76,0,
90,속초,2016-07-28,27.2,23.9,30.3,2.6,3.7,1.3,61,82.5,10,
90,속초,2016-07-29,27.9,25.1,31.9,.2,5.1,1.5,62,71.9,3.9,
90,속초,2016-07-30,28.1,25.5,31.2,,2.1,1.1,69,82.8,11.8,
90,속초,2016-07-31,26.4,23.5,29.4,7.7,5.7,1.2,81,91.6,4,
90,속초,2016-08-01,26,23.3,28.8,26.8,3.4,1.2,81,90.9,7.8,
90,속초,2016-08-02,26.1,23.3,28.3,,4,1.2,81,90.4,4.7,
90,속초,2016-08-03,26.3,23.6,29.6,,2.6,1.3,77,88.3,10,
90,속초,2016-08-04,26.1,22.3,29.8,,2.9,1.3,74,85.1,12.5,
90,속초,2016-08-05,25.7,20.9,29.8,,3.8,1.3,66,85.8,13,
90,속초,2016-08-06,25.7,20.3,29.9,,4.2,1.2,53,82.5,13,
90,속초,2016-08-07,28.4,23.5,33.5,,3.9,1.2,62,79.6,11.4,
90,속초,2016-08-08,25.4,23.1,29.8,8.6,5.3,1.8,74,88.1,6.3,
90,속초,2016-08-09,25.2,22.8,28.3,,3.4,1.4,63,80.4,9.4,
90,속초,2016-08-10,26.7,21.9,31.6,,4.9,1.1,68,83.1,12.1,
90,속초,2016-08-11,28.5,25.2,32.3,,3.1,.9,60,78,12.8,
90,속초,2016-08-12,28.6,24.2,33.2,,2.9,.9,58,78.3,13.1,
90,속초,2016-08-13,30.5,25.6,35.9,,4,1,54,72.6,9.7,
90,속초,2016-08-14,28.8,26.7,34.4,.2,2,.6,56,83.3,2.2,
90,속초,2016-08-15,28.3,26.5,30.6,,4.1,1.3,76,83.1,3.8,
90,속초,2016-08-16,25.9,22.5,29.2,5.2,6.9,1.4,70,86.3,6.6,
90,속초,2016-08-17,26.7,23.3,30.2,,3.6,1.5,71,82.9,11.6,
90,속초,2016-08-18,27.1,23.4,30.5,,3.9,1.7,73,84.3,5.1,
90,속초,2016-08-19,26.7,25.1,29.8,5.8,3.5,1.2,74,89.3,.1,
90,속초,2016-08-20,27,24.4,30.8,,3.1,1.3,75,87,6.5,
90,속초,2016-08-21,25.9,23,29.9,3.4,2.8,1.2,68,86,4.4,
90,속초,2016-08-22,26.4,22.9,30.3,,2.5,1.5,67,83.1,9.3,
90,속초,2016-08-23,26.2,22.5,30,,4,1.9,66,81.1,11.2,
90,속초,2016-08-24,25.6,23.3,28.7,,4.4,1.2,65,81.9,1.9,
90,속초,2016-08-25,25.8,22,31.7,31.5,9.5,1.7,57,83.4,4.4,
90,속초,2016-08-26,19.6,15.9,24.1,18.9,9.9,2.5,47,75.3,8.3,
90,속초,2016-08-27,21.8,16.2,25.4,0,4.2,2.1,53,66.1,8.8,
90,속초,2016-08-28,19.6,16.9,23,65.4,7.8,3.7,61,85.5,0,
90,속초,2016-08-29,19.2,15.3,22.1,14.5,8.4,4,61,78.9,.1,
90,속초,2016-08-30,19.6,16.8,22.8,5.6,4.5,1.8,59,76.3,.6,
90,속초,2016-08-31,21.2,19.3,23,1,6.8,2.9,50,59,0,
90,속초,2016-09-01,22.8,19,28.6,3.5,7.7,2.4,48,72.1,9.8,
90,속초,2016-09-02,21.6,18.5,24.6,0,5.1,1.9,75,87,2.6,
90,속초,2016-09-03,20.7,18.6,22.5,17.9,3.3,.8,84,98.8,0,
90,속초,2016-09-04,21.8,21,23,2.4,4.6,1.8,89,96.1,0,
90,속초,2016-09-05,22.3,21,24.6,.1,2.9,1,85,94,1.2,
90,속초,2016-09-06,23,20.6,25.9,,3.9,1.2,67,89.5,8.2,
90,속초,2016-09-07,22.5,20,25.4,,3,1.1,67,83.8,6.9,
90,속초,2016-09-08,21.4,20,24.2,.3,6.2,1.7,78,90.4,1.5,
90,속초,2016-09-09,20.9,18.7,24.1,16.2,4.4,1.4,77,89.8,1.8,
90,속초,2016-09-10,21.8,19.5,24.9,9.3,3.8,1.7,80,92,5.5,
90,속초,2016-09-11,21.7,19.8,24.8,8.7,4.1,1.2,81,95,3.5,
90,속초,2016-09-12,20.4,18.3,23.4,41.8,5.9,1.6,80,92.6,1.3,
90,속초,2016-09-13,20.2,17.2,22.9,.7,6.7,1.8,82,93.8,2.9,
90,속초,2016-09-14,21,18.5,24.1,,3.7,1.2,80,91.3,5.7,
90,속초,2016-09-15,21.5,18.4,24.3,,3.6,1.4,81,91.5,6.7,
90,속초,2016-09-16,22.1,19,25.6,,2.9,.8,60,80,6.1,
90,속초,2016-09-17,20.4,18.6,23.6,.1,3.1,1.2,62,86.8,1.7,
90,속초,2016-09-18,21.2,19.8,23.3,.8,4.3,2.5,70,78.6,3,
90,속초,2016-09-19,19,15.1,21,0,5.6,2.7,57,75.5,0,
90,속초,2016-09-20,17.4,14,21.2,,5,2.5,59,75.8,11.2,
90,속초,2016-09-21,17.9,14.1,21.4,,3.2,1.8,66,79.6,10.1,
90,속초,2016-09-22,18.6,15.4,21.6,,3.6,1.6,72,81.5,6.1,
90,속초,2016-09-23,18.2,13.2,22.7,,3.7,1.6,65,81.3,10.7,
90,속초,2016-09-24,19.5,14.9,23.6,,3.1,1.3,74,84,9.6,
90,속초,2016-09-25,21,16.4,27.7,,4.3,1,47,78.4,5.8,
90,속초,2016-09-26,20,17.1,23.3,,3.2,1.2,72,88.3,3.8,
90,속초,2016-09-27,19.4,17.5,20.9,2.9,2.9,.9,84,94.4,0,
90,속초,2016-09-28,18,14.2,23.2,21.2,5.7,2.2,72,91.4,.3,
90,속초,2016-09-29,16.3,14,20.2,.1,3,1,56,80.8,.6,
90,속초,2016-09-30,18.1,13.7,22.3,,2.7,1.2,67,84.8,3.4,
90,속초,2016-10-01,19,16.1,22.2,,2.9,1.4,78,89.8,5.2,
90,속초,2016-10-02,17.9,15.1,21.3,14.3,3.6,.9,67,90.9,0,
90,속초,2016-10-03,18,15.1,21.3,52.3,4.8,1.5,68,91.9,6,
90,속초,2016-10-04,17.9,13.9,20.9,0,6.5,1.7,64,82.1,1.9,
