일시,시도,시·군·구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2022-01-01 00:00,울산광역시,북구,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,기타,기타,0,0,0,613,"판매,업무시설",판매시설,상점가
2022-01-01 00:06,경기도,연천군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,1610,주거,공동주택,연립주택
2022-01-01 00:08,인천광역시,부평구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,30,기타서비스,기타건축물,기타 건축물
2022-01-01 00:12,울산광역시,북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,0,0,0,31,기타,야외,공터
2022-01-01 00:13,경상남도,창원시 마산회원구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전자기기 부속품,0,0,0,181,주거,공동주택,아파트
2022-01-01 00:15,충청남도,홍성군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,130,생활서비스,음식점,한식
2022-01-01 00:20,서울특별시,도봉구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,131,기타,야외,공터
2022-01-01 00:20,충청남도,천안시서북구,임야,작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),"종이,목재,건초등",종이,0,0,0,330,임야,산불,사유림
2022-01-01 00:24,전북특별자치도,완주군,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,1194,기타,야외,기타야외
2022-01-01 00:39,경기도,파주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전자기기 부속품,0,0,0,2939,주거,공동주택,아파트
2022-01-01 00:39,경상남도,진주시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1769,"판매,업무시설",일반업무,오피스텔
2022-01-01 00:44,충청북도,옥천군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,0,0,0,17933,주거,단독주택,단독주택
2022-01-01 00:53,경기도,광주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,3965,생활서비스,음식점,중식
2022-01-01 00:59,경기도,군포시,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1662,주거,공동주택,아파트
2022-01-01 01:00,서울특별시,강동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,248,"판매,업무시설",일반업무,일반빌딩
2022-01-01 01:04,경기도,김포시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,285635,산업시설,공장시설,펄프 및 제지공업
2022-01-01 02:11,경상남도,양산시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,158603,"자동차,철도차량",자동차,화물자동차
2022-01-01 02:21,인천광역시,남동구,"건축,구조물",기타,기타,전기적 요인,기타(전기적요인),기타,기타,0,0,0,2558,주거,기타주택,비닐하우스
2022-01-01 02:31,경기도,안산시상록구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",0,0,0,1617,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 02:37,경기도,수원시장안구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기타,기타,"종이,목재,건초등","목재, 합판",0,0,0,2,"의료,복지시설",의료시설,기타 의료시설
2022-01-01 02:53,울산광역시,울주군,"건축,구조물",자연적 발화열,돋보기 효과,부주의,"불씨,불꽃,화원방치","침구,직물류","기타(침구,직물류)",0,0,0,57617,주거,기타주택,기타 주택
2022-01-01 02:57,경기도,김포시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",화학적 요인,기타(화학적요인),"전기,전자",전선피복,0,0,0,8552,"판매,업무시설",일반업무,공사
2022-01-01 03:01,충청남도,천안시동남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,311,주거,공동주택,기타 공동주택
2022-01-01 03:17,전라남도,강진군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","이불(베개,시트)",0,0,0,15976,주거,단독주택,단독주택
2022-01-01 03:17,인천광역시,중구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,3481,산업시설,창고시설,하역장
2022-01-01 03:34,울산광역시,북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 케이스",0,0,0,1028,생활서비스,음식점,횟집
2022-01-01 03:44,경기도,부천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,118,생활서비스,일상서비스,부동산 중개업소
2022-01-01 04:18,경기도,양평군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,897,"의료,복지시설",의료시설,병원
2022-01-01 04:53,대구광역시,달서구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,"기기(전기, 기계 등) 사용.설치부주의",쓰레기류,쓰레기,0,0,0,134,기타,야외,쓰레기
2022-01-01 05:01,전북특별자치도,군산시,"건축,구조물",화학적 발화열,발효열,화학적 요인,자연발화,식품,음식물,0,0,0,110,생활서비스,음식점,"치킨,족발"
2022-01-01 05:27,서울특별시,노원구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","이불(베개,시트)",0,0,0,1727,"판매,업무시설",숙박시설,모텔
2022-01-01 05:32,경상남도,창원시 의창구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,629063,산업시설,공장시설,금속기계 및 기구공업
2022-01-01 05:39,경상남도,거제시,"건축,구조물",미상,미상,미상,미상,쓰레기류,쓰레기,0,0,0,2225,산업시설,작업장,기타 작업장
2022-01-01 06:30,광주광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,0,0,0,532,"의료,복지시설",의료시설,한방병원
2022-01-01 06:35,충청남도,금산군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,48386,주거,단독주택,단독주택
2022-01-01 06:40,경기도,용인시기흥구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,0,0,0,22770,"자동차,철도차량",자동차,승용자동차
2022-01-01 07:07,인천광역시,부평구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1535,기타서비스,기타건축물,기타 건축물
2022-01-01 07:24,서울특별시,종로구,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",0,0,0,268,주거,단독주택,단독주택
2022-01-01 07:39,충청남도,홍성군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,5029,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 07:40,서울특별시,강남구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치","침구,직물류","기타(침구,직물류)",0,0,0,184,주거,공동주택,주상복합아파트
2022-01-01 07:41,부산광역시,영도구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,다세대주택
2022-01-01 07:48,충청남도,아산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,12327618,산업시설,공장시설,그 밖의 공업
2022-01-01 07:49,경상남도,사천시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류",부직포,0,0,0,55,생활서비스,음식점,횟집
2022-01-01 08:04,충청남도,서산시,"건축,구조물",미상,미상,미상,미상,"침구,직물류","기타(침구,직물류)",1,1,0,7461,생활서비스,일상서비스,기타 일상서비스
2022-01-01 08:06,서울특별시,서대문구,"자동차,철도차량",미상,미상,미상,미상,미상,미상,0,0,0,24750,"자동차,철도차량",자동차,승용자동차
2022-01-01 08:07,경기도,포천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,8876,주거,단독주택,단독주택
2022-01-01 08:13,경기도,부천시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,815,생활서비스,음식점,한식
2022-01-01 08:25,인천광역시,중구,"건축,구조물","폭발물, 폭죽",폭죽,부주의,폭죽놀이,"간판,차양막등",차양막,0,0,0,302,"판매,업무시설",숙박시설,호텔
2022-01-01 08:31,전라남도,여수시,기타(쓰레기 화재등),"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",0,0,0,2,기타,야외,기타야외
2022-01-01 08:43,경기도,여주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,633,산업시설,동식물시설,농예용 온실
2022-01-01 08:49,경기도,파주시,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,907,기타,야외,야적장
2022-01-01 08:51,제주특별자치도,서귀포시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,폐목재,0,0,0,788,기타,야외,모닥불
2022-01-01 09:08,전라남도,완도군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,1227,기타서비스,기타건축물,기타 건축물
2022-01-01 09:16,울산광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,1321,문화재시설,문화재,시도지정문화재
2022-01-01 09:16,서울특별시,중랑구,"건축,구조물",미상,미상,미상,미상,미상,미상,2,0,2,12448,"판매,업무시설",숙박시설,모텔
2022-01-01 09:23,경상북도,영천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",종이,0,0,0,55,기타,야외,쓰레기
2022-01-01 09:27,경기도,시흥시,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"용접, 절단, 연마",위험물등,시너,0,0,0,11673,산업시설,작업장,철공소
2022-01-01 09:28,경기도,포천시,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,108,산업시설,공장시설,"전기, 전자공업"
2022-01-01 09:47,경상북도,문경시,기타(쓰레기 화재등),"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",0,0,0,75,기타,야외,기타야외
2022-01-01 09:51,제주특별자치도,제주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,245,산업시설,동식물시설,돈사
2022-01-01 09:52,경상남도,하동군,기타(쓰레기 화재등),미상,미상,미상,미상,"전기,전자","전기, 전자기기 케이스",0,0,0,24,기타,도로,전봇대
2022-01-01 10:03,경기도,평택시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",1,0,1,0,기타,야외,쓰레기
2022-01-01 10:04,인천광역시,옹진군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",0,0,0,5759,주거,단독주택,다가구주택
2022-01-01 10:10,전라남도,진도군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,2016,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 10:12,서울특별시,은평구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,자동제어 실패,"전기,전자",전자기기 부속품,0,0,0,485,"의료,복지시설",의료시설,병원
2022-01-01 10:19,강원특별자치도,동해시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"침구,직물류","기타(침구,직물류)",0,0,0,2111,주거,기타주택,기타 주택
2022-01-01 10:23,전라남도,고흥군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,55,임야,들불,기타 들불
2022-01-01 10:33,부산광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,100,생활서비스,음식점,기타 음식점
2022-01-01 10:35,서울특별시,광진구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,음식물 조리중,식품,음식물,0,0,0,11,주거,공동주택,다세대주택
2022-01-01 10:43,서울특별시,양천구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,22,주거,공동주택,아파트
2022-01-01 10:51,서울특별시,강서구,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,214,주거,공동주택,다세대주택
2022-01-01 10:52,강원특별자치도,춘천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2022-01-01 10:58,대전광역시,동구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,1100,"자동차,철도차량",자동차,승용자동차
2022-01-01 10:59,경기도,여주시,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",잔디,1,0,1,0,기타,야외,기타야외
2022-01-01 11:11,경기도,가평군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,2357,생활서비스,음식점,한식
2022-01-01 11:21,부산광역시,해운대구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,302,주거,공동주택,아파트
2022-01-01 11:25,인천광역시,남동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2875,"판매,업무시설",판매시설,전통시장
2022-01-01 11:33,제주특별자치도,제주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,171,기타,야외,기타야외
2022-01-01 11:48,경상남도,산청군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),"침구,직물류","이불(베개,시트)",0,0,0,42834,주거,단독주택,단독주택
2022-01-01 11:51,경기도,안양시동안구,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,1292,기타,야외,기타야외
2022-01-01 11:59,전라남도,함평군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,49,기타,야외,쓰레기
2022-01-01 12:09,경상남도,진주시,"건축,구조물","불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치",위험물등,등유,1,0,1,9798,산업시설,동식물시설,농예용 온실
2022-01-01 12:11,부산광역시,수영구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,92,주거,공동주택,연립주택
2022-01-01 12:15,서울특별시,강북구,"건축,구조물",미상,미상,미상,미상,미상,미상,2,0,2,18352,주거,공동주택,기타 공동주택
2022-01-01 12:16,경상북도,김천시,기타(쓰레기 화재등),미상,미상,미상,미상,미상,미상,0,0,0,456,기타,야외,기타야외
2022-01-01 12:16,전라남도,영광군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",기타,기타,0,0,0,21668,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 12:40,경상남도,거창군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,0,0,0,55,기타,야외,기타야외
2022-01-01 12:48,서울특별시,마포구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,3037,생활서비스,음식점,기타 음식점
2022-01-01 12:57,전라남도,광양시,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,"자동차,철도차량",자동차,화물자동차
2022-01-01 12:58,경기도,화성시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,825,"자동차,철도차량",자동차,화물자동차
2022-01-01 13:07,경상남도,양산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,672,생활서비스,음식점,한식
2022-01-01 13:09,전라남도,담양군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,158,임야,들불,묘지
2022-01-01 13:20,경기도,양평군,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,687,산업시설,동식물시설,기타 동식물시설
2022-01-01 13:24,경기도,연천군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2470,산업시설,작업장,기타 작업장
2022-01-01 13:32,전라남도,해남군,임야,"불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,"종이,목재,건초등",건초,0,0,0,0,임야,들불,과수원
2022-01-01 13:36,경상북도,포항시남구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,0,0,0,0,기타,야외,기타야외
2022-01-01 13:40,충청남도,당진시,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",전기적 요인,미확인단락,기타,기타,0,0,0,1222,기타,야외,기타야외
2022-01-01 13:51,경기도,안성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3908,주거,단독주택,단독주택
2022-01-01 13:53,경상북도,영덕군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),합성수지,발포폴리스티렌,0,0,0,2002,주거,단독주택,단독주택
2022-01-01 13:58,경기도,고양시덕양구,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,12369,산업시설,작업장,기타 작업장
2022-01-01 14:22,전라남도,화순군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,산불,사유림
2022-01-01 14:25,경상남도,거창군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",0,0,0,842,주거,단독주택,단독주택
2022-01-01 14:28,경상북도,포항시북구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",0,0,0,289,주거,단독주택,단독주택
2022-01-01 14:31,경기도,안양시만안구,"건축,구조물",기타,기타,기계적 요인,노후,기타,기타,0,0,0,1017,산업시설,공장시설,그 밖의 공업
2022-01-01 14:59,전북특별자치도,정읍시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,1,0,1,18106,주거,단독주택,단독주택
2022-01-01 15:09,서울특별시,성북구,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","전기,전자","전기, 전자기기 케이스",0,0,0,56,주거,단독주택,기타 단독주택
2022-01-01 15:19,경기도,여주시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,163,산업시설,작업장,기타 작업장
2022-01-01 15:22,경기도,구리시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,12844,기타서비스,기타건축물,기타 건축물
2022-01-01 15:37,제주특별자치도,제주시,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,79,기타,야외,기타야외
2022-01-01 15:42,경기도,안성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3122,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 15:43,전라남도,보성군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,기타 들불
2022-01-01 15:45,서울특별시,용산구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,973,주거,단독주택,단독주택
2022-01-01 15:54,경기도,안산시상록구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,286,주거,공동주택,다세대주택
2022-01-01 15:56,대구광역시,달서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,91,생활서비스,음식점,횟집
2022-01-01 16:02,경기도,포천시,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,"과열, 과부하",합성수지,기타(합성수지),0,0,0,92199,주거,단독주택,단독주택
2022-01-01 16:09,울산광역시,울주군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,217,임야,들불,기타 들불
2022-01-01 16:19,전라남도,여수시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,11,기타,야외,기타야외
2022-01-01 16:20,전라남도,강진군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,과부하/과전류,"전기,전자","기타(전기,전자)",0,0,0,3285,기타서비스,기타건축물,기타 건축물
2022-01-01 16:29,경상남도,산청군,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,262,기타,야외,기타야외
2022-01-01 16:41,경기도,파주시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,661,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 16:57,광주광역시,북구,"건축,구조물",기타,기타,화학적 요인,자연발화,쓰레기류,쓰레기,0,0,0,602,주거,공동주택,아파트
2022-01-01 17:26,경상북도,영덕군,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,노후,"전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,205,기타,야외,기타야외
2022-01-01 17:32,경상남도,진주시,기타(쓰레기 화재등),"불꽃, 불티",비화,부주의,가연물 근접방치,"종이,목재,건초등",나무,0,0,0,0,기타,야외,공터
2022-01-01 17:42,전라남도,고흥군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",0,0,0,1,임야,들불,논밭두렁
2022-01-01 17:44,전라남도,강진군,임야,"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,임야,들불,들판
2022-01-01 17:45,울산광역시,남구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,5,0,5,9234,생활서비스,음식점,일반주점
2022-01-01 17:46,전라남도,보성군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,127,기타,도로,기타도로
2022-01-01 17:47,울산광역시,울주군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,456,주거,단독주택,단독주택
2022-01-01 18:02,경기도,수원시팔달구,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,음식물 조리중,식품,튀김유,0,0,0,18623,주거,단독주택,다가구주택
2022-01-01 18:02,충청북도,음성군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,정비불량,가연성가스,기타(가연성가스),0,0,0,2292,주거,단독주택,단독주택
2022-01-01 18:11,경기도,수원시권선구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,64297,주거,단독주택,다가구주택
2022-01-01 18:30,경상북도,포항시북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,100,기타,야외,쓰레기
2022-01-01 18:38,전북특별자치도,진안군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,66,주거,단독주택,단독주택
2022-01-01 18:50,세종특별자치시,세종,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1659,주거,공동주택,아파트
2022-01-01 19:23,강원특별자치도,속초시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"침구,직물류","기타(침구,직물류)",0,0,0,300,주거,단독주택,단독주택
2022-01-01 19:23,충청북도,청주시 서원구,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기","경유(자동차,철도)",0,0,0,104286,"자동차,철도차량",자동차,승용자동차
2022-01-01 19:30,경상남도,하동군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,7135,주거,단독주택,단독주택
2022-01-01 19:34,전북특별자치도,고창군,"자동차,철도차량",미상,미상,미상,미상,미상,미상,0,0,0,2750,"자동차,철도차량",자동차,승용자동차
2022-01-01 19:41,경기도,고양시덕양구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,17481,생활서비스,음식점,한식
