일시,시도,시·군·구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2022-04-12 22:26,부산광역시,해운대구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1505,생활서비스,음식점,일반주점
2022-04-12 22:43,강원특별자치도,정선군,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,기타 쓰레기,0,0,0,125,기타,야외,쓰레기
2022-04-12 23:03,경상북도,의성군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1203,산업시설,동식물시설,기타 동식물시설
2022-04-12 23:06,강원특별자치도,횡성군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,8,기타,야외,기타야외
2022-04-12 23:11,부산광역시,수영구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,35,생활서비스,음식점,일반주점
2022-04-13 00:01,경상북도,구미시,"자동차,철도차량",기타,기타,기계적 요인,"과열, 과부하",미상,미상,0,0,0,6600,"자동차,철도차량",자동차,승용자동차
2022-04-13 00:18,전북특별자치도,완주군,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,979,기타,야외,쓰레기
2022-04-13 00:27,충청남도,홍성군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,613,주거,단독주택,단독주택
2022-04-13 00:31,충청남도,아산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,9939,산업시설,공장시설,그 밖의 공업
2022-04-13 00:38,광주광역시,북구,임야,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),미상,미상,0,0,0,0,임야,산불,사유림
2022-04-13 01:00,전라남도,보성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1120,집합시설,종교시설,기타 종교시설
2022-04-13 01:22,대전광역시,유성구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,151,주거,단독주택,다가구주택
2022-04-13 02:19,서울특별시,노원구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,50,생활서비스,음식점,한식
2022-04-13 03:17,인천광역시,남동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,496,주거,공동주택,다세대주택
2022-04-13 04:03,전라남도,순천시,기타(쓰레기 화재등),"담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,담배꽁초,"종이,목재,건초등",나무,0,0,0,7810,기타,야외,야적장
2022-04-13 04:05,울산광역시,남구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,925,생활서비스,음식점,횟집
2022-04-13 04:22,충청남도,천안시서북구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",0,0,0,1838,생활서비스,음식점,일반주점
2022-04-13 04:24,강원특별자치도,원주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,56,기타,야외,기타야외
2022-04-13 04:59,경기도,안성시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,6541,"판매,업무시설",일반업무,기타 일반업무시설
2022-04-13 05:34,대구광역시,달성군,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,기타(기계적요인),기타,기타,0,0,0,5775,산업시설,공장시설,금속기계 및 기구공업
2022-04-13 06:03,울산광역시,북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,11,기타,야외,쓰레기
2022-04-13 06:36,경기도,광주시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,6224,생활서비스,음식점,한식
2022-04-13 06:55,경기도,파주시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)",0,0,0,9350,"자동차,철도차량",자동차,화물자동차
2022-04-13 07:37,인천광역시,연수구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,2475,"자동차,철도차량",자동차,승용자동차
2022-04-13 07:40,울산광역시,중구,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,129,기타,야외,기타야외
2022-04-13 07:41,인천광역시,중구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","종이,목재,건초등",종이,0,0,0,278,산업시설,위생시설,"양수장, 정수장"
2022-04-13 07:42,경기도,부천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,9095,산업시설,공장시설,그 밖의 공업
2022-04-13 08:06,경기도,부천시,"건축,구조물","담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,"불씨,불꽃,화원방치","전기,전자","기타(전기,전자)",0,0,0,134,"의료,복지시설",노유자시설,유치원
2022-04-13 08:23,경상남도,김해시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",위험물등,가솔린,2,0,2,280,산업시설,동식물시설,기타 동식물시설
2022-04-13 08:37,경기도,동두천시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,5307,산업시설,공장시설,그 밖의 공업
2022-04-13 09:00,경상북도,칠곡군,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기",부품,0,0,0,968,"자동차,철도차량",자동차,승용자동차
2022-04-13 09:04,대구광역시,동구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","기타(침구,직물류)",0,0,0,219,"판매,업무시설",일반업무,일반빌딩
2022-04-13 09:07,충청북도,청주시 청원구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,409,주거,공동주택,아파트
2022-04-13 09:14,충청남도,예산군,"건축,구조물","불꽃, 불티",비화,부주의,쓰레기 소각,쓰레기류,폐타이어,0,0,0,917,운수자동차시설,자동차시설,카센터
2022-04-13 09:20,서울특별시,도봉구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,12,주거,단독주택,다중주택
2022-04-13 09:22,충청남도,논산시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,330,기타,야외,쓰레기
2022-04-13 09:35,경상북도,문경시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,167139,생활서비스,일상서비스,세탁소
2022-04-13 09:49,부산광역시,기장군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,생활서비스,음식점,한식
2022-04-13 09:49,부산광역시,사상구,"건축,구조물",미상,미상,미상,미상,합성수지,기타(합성수지),0,0,0,55,산업시설,공장시설,그 밖의 공업
2022-04-13 09:49,전라남도,무안군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),미상,미상,0,0,0,550,"자동차,철도차량",자동차,화물자동차
2022-04-13 09:55,서울특별시,영등포구,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,식품,기타(식품),0,0,0,471,생활서비스,음식점,"치킨,족발"
2022-04-13 10:32,경상북도,경주시,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",부주의,기타(부주의),기타,기타,0,0,0,6317,산업시설,공장시설,그 밖의 공업
2022-04-13 10:32,경상남도,창원시 의창구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",2,0,2,445,산업시설,공장시설,금속기계 및 기구공업
2022-04-13 10:35,경상북도,상주시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,234,주거,단독주택,단독주택
2022-04-13 10:35,경기도,부천시,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,0,0,0,1362,기타,야외,기타야외
2022-04-13 10:51,대구광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,0,0,0,198,생활서비스,음식점,제과점
2022-04-13 10:53,경기도,남양주시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,5875,산업시설,동식물시설,목장
2022-04-13 10:58,서울특별시,중랑구,"자동차,철도차량","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,154,"자동차,철도차량",자동차,화물자동차
2022-04-13 11:13,인천광역시,계양구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,77,기타,야외,기타야외
2022-04-13 11:39,전라남도,여수시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"침구,직물류",의류,0,0,0,57230,주거,단독주택,다중주택
2022-04-13 12:14,경기도,안산시상록구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,146,주거,단독주택,다가구주택
2022-04-13 12:20,경기도,포천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,5415,"판매,업무시설",숙박시설,펜션
2022-04-13 12:28,서울특별시,성동구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,308,"자동차,철도차량",자동차,화물자동차
2022-04-13 13:18,대전광역시,서구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,2680,주거,공동주택,아파트
2022-04-13 13:26,전북특별자치도,순창군,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,0,0,0,512,주거,단독주택,단독주택
2022-04-13 13:28,울산광역시,북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,11,기타,야외,기타야외
2022-04-13 14:00,전북특별자치도,김제시,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),합성수지,기타(합성수지),0,0,0,284,산업시설,창고시설,"창고, 물품저장소"
2022-04-13 14:06,강원특별자치도,철원군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,"종이,목재,건초등","목재, 합판",0,0,0,4339,주거,단독주택,단독주택
2022-04-13 14:09,충청북도,충주시,기타(쓰레기 화재등),기타,기타,자연적인 요인,기타(자연적인요인),"전기,전자","전기, 전자기기 케이스",0,0,0,387,기타,야외,기타야외
2022-04-13 14:28,경상남도,밀양시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,332,기타서비스,기타건축물,기타 건축물
2022-04-13 14:30,강원특별자치도,원주시,기타(쓰레기 화재등),"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,35,기타,야외,공터
2022-04-13 14:50,인천광역시,남동구,"건축,구조물",기타,기타,기타,기타,기타,기타,0,0,0,4578,산업시설,공장시설,그 밖의 공업
2022-04-13 15:15,경기도,김포시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,818,주거,공동주택,아파트
2022-04-13 15:19,충청남도,보령시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,1965,산업시설,창고시설,"창고, 물품저장소"
2022-04-13 15:25,경상남도,창원시 마산회원구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,7924,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2022-04-13 15:26,경기도,동두천시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"침구,직물류","기타(침구,직물류)",0,0,0,3662,"의료,복지시설",노유자시설,요양시설
2022-04-13 15:31,경상남도,창원시 진해구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,139,기타,야외,쓰레기
2022-04-13 15:36,서울특별시,중랑구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,176,주거,공동주택,주상복합아파트
2022-04-13 15:53,부산광역시,북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,미확인단락,"전기,전자",전자기기 부속품,2,0,2,1238,주거,공동주택,아파트
2022-04-13 16:22,서울특별시,동작구,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등",종이,1,0,1,2970,"자동차,철도차량",자동차,화물자동차
2022-04-13 16:23,경기도,고양시덕양구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,180,기타,야외,쓰레기
2022-04-13 16:42,서울특별시,영등포구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,251,산업시설,공장시설,금속기계 및 기구공업
2022-04-13 16:55,충청남도,공주시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,1444,주거,단독주택,단독주택
2022-04-13 17:38,서울특별시,강서구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","자동차,철도차량,선박,항공기",전기배선,0,0,0,330,"자동차,철도차량",건설기계,굴삭기
2022-04-13 17:46,서울특별시,서대문구,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,"종이,목재,건초등","목재, 합판",0,0,0,193,생활서비스,음식점,기타 음식점
2022-04-13 17:53,경기도,부천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,3010,주거,공동주택,다세대주택
2022-04-13 17:59,강원특별자치도,횡성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,4336,기타서비스,기타건축물,기타 건축물
2022-04-13 18:19,경기도,평택시,"자동차,철도차량",미상,미상,미상,미상,미상,미상,0,0,0,5500,"자동차,철도차량",자동차,승용자동차
2022-04-13 18:23,서울특별시,서대문구,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","침구,직물류",의류,1,0,1,88,주거,단독주택,단독주택
2022-04-13 18:27,경기도,화성시,"자동차,철도차량",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,3025,"자동차,철도차량",자동차,승용자동차
2022-04-13 18:28,경상북도,포항시북구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","침구,직물류",부직포,0,0,0,28814,산업시설,공장시설,식료품공업
2022-04-13 18:40,경상남도,남해군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,754,"판매,업무시설",일반업무,일반회사
2022-04-13 19:04,부산광역시,금정구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,3312,생활서비스,일상서비스,이미용실
2022-04-13 19:12,경상북도,경산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,8960,기타서비스,기타건축물,기타 건축물
2022-04-13 19:34,전북특별자치도,정읍시,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",전기적 요인,"누전,지락","전기,전자","기타(전기,전자)",0,0,0,135,기타,야외,기타야외
2022-04-13 20:26,강원특별자치도,원주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,1100,산업시설,위생시설,폐기물재활용시설
2022-04-13 20:37,서울특별시,노원구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,0,0,0,115,주거,공동주택,아파트
2022-04-13 22:32,전라남도,여수시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),기계적 요인,기타(기계적요인),"전기,전자",전선피복,0,0,0,1147,기타,야외,기타야외
2022-04-13 22:39,인천광역시,남동구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,94,주거,공동주택,다세대주택
2022-04-13 22:56,서울특별시,강동구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,2,기타,야외,쓰레기
2022-04-13 23:28,경상남도,양산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,327,산업시설,공장시설,금속기계 및 기구공업
2022-04-14 00:35,경상남도,함안군,"건축,구조물",미상,미상,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,522,주거,단독주택,단독주택
2022-04-14 01:01,경기도,연천군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,1476,산업시설,창고시설,기타 창고
2022-04-14 01:07,경기도,연천군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",0,0,0,950,주거,단독주택,단독주택
2022-04-14 01:09,강원특별자치도,원주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",위험물등,기타 제4류 위험물,0,0,0,0,산업시설,공장시설,식료품공업
2022-04-14 01:27,전라남도,순천시,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,음식물,0,0,0,1360,주거,단독주택,다가구주택
2022-04-14 02:28,대전광역시,서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,181,주거,공동주택,아파트
2022-04-14 02:36,대구광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,1887,생활서비스,음식점,한식
2022-04-14 02:49,인천광역시,동구,"건축,구조물",작동기기,기타(작동기기),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,391,생활서비스,음식점,기타 음식점
2022-04-14 02:51,부산광역시,영도구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,3157,산업시설,창고시설,"냉장, 냉동창고"
2022-04-14 04:32,서울특별시,강북구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,0,0,0,4312,"판매,업무시설",일반업무,일반회사
2022-04-14 04:39,제주특별자치도,서귀포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,121,생활서비스,음식점,패스트푸드
2022-04-14 04:47,충청남도,당진시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2073,산업시설,공장시설,그 밖의 공업
2022-04-14 05:07,전북특별자치도,익산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,293,주거,공동주택,아파트
2022-04-14 05:25,전라남도,무안군,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,68,기타,야외,기타야외
2022-04-14 05:46,서울특별시,영등포구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2022-04-14 06:45,부산광역시,연제구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,226,"의료,복지시설",의료시설,의원
2022-04-14 06:45,인천광역시,강화군,"건축,구조물",작동기기,기타(작동기기),미상,미상,미상,미상,0,0,0,1040,"의료,복지시설",노유자시설,요양시설
2022-04-14 07:19,경상북도,칠곡군,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하",기타,기타,0,0,0,40167,산업시설,공장시설,그 밖의 공업
2022-04-14 07:40,서울특별시,관악구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,1,주거,공동주택,연립주택
2022-04-14 07:43,경상남도,산청군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,4841,산업시설,동식물시설,기타 동식물시설
2022-04-14 08:48,인천광역시,미추홀구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,3763,산업시설,공장시설,화학공업
2022-04-14 09:16,경기도,광주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,304,기타,야외,기타야외
2022-04-14 09:24,경기도,안성시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,자동제어 실패,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,4254,산업시설,공장시설,금속기계 및 기구공업
2022-04-14 09:43,충청북도,청주시 상당구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,튀김유,2,0,2,231,생활서비스,음식점,한식
2022-04-14 10:01,대전광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,11755,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2022-04-14 10:04,경상북도,포항시북구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,1787,"자동차,철도차량",자동차,화물자동차
2022-04-14 10:27,대구광역시,달성군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,1254,산업시설,공장시설,"전기, 전자공업"
2022-04-14 11:39,인천광역시,남동구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1980,주거,공동주택,다세대주택
2022-04-14 11:42,서울특별시,강북구,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기",부품,0,0,0,4620,"자동차,철도차량",자동차,승용자동차
2022-04-14 11:43,서울특별시,중구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,기타,기타,0,0,0,36586,생활서비스,음식점,기타 음식점
2022-04-14 11:56,강원특별자치도,홍천군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,0,0,0,825,"자동차,철도차량",자동차,승용자동차
2022-04-14 12:08,인천광역시,남동구,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2707,주거,공동주택,아파트
2022-04-14 12:14,서울특별시,강동구,"자동차,철도차량",미상,미상,미상,미상,"전기,전자",전선피복,0,0,0,99,"자동차,철도차량",자동차,승용자동차
2022-04-14 12:57,서울특별시,영등포구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",쓰레기류,기타 쓰레기,0,0,0,35,"판매,업무시설",일반업무,일반빌딩
2022-04-14 13:06,서울특별시,송파구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,5,주거,공동주택,아파트
2022-04-14 13:09,전라남도,순천시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"침구,직물류","이불(베개,시트)",0,0,0,48,주거,공동주택,아파트
2022-04-14 13:27,전북특별자치도,군산시,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기타,기타,"전기,전자",전선피복,0,0,0,100,기타,야외,기타야외
2022-04-14 13:31,전라남도,여수시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",0,0,0,237,기타,야외,야적장
2022-04-14 13:32,경기도,용인시처인구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",0,0,0,2372,"자동차,철도차량",자동차,화물자동차
2022-04-14 13:49,충청북도,단양군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,107,주거,단독주택,단독주택
2022-04-14 13:51,서울특별시,관악구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,51,집합시설,운동시설,기타 운동시설
2022-04-14 14:13,충청남도,천안시서북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,0,0,0,6270,산업시설,공장시설,그 밖의 공업
2022-04-14 14:21,경기도,광주시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,72,기타,야외,쓰레기
2022-04-14 15:22,서울특별시,송파구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,11,주거,단독주택,다가구주택
2022-04-14 15:22,서울특별시,용산구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,기타,0,0,0,8,산업시설,공장시설,그 밖의 공업
2022-04-14 15:26,경기도,연천군,임야,"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",0,0,0,640,임야,들불,숲
2022-04-14 16:08,부산광역시,기장군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,기타,야외,공터
2022-04-14 16:32,부산광역시,해운대구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,0,기타,야외,기타야외
2022-04-14 16:35,강원특별자치도,정선군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",기타,기타,0,0,0,71500,"자동차,철도차량",자동차,버스
