연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
2356,0,0,0,100,2016-01-19 00:20,서울특별시,강서구,방화동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,쓰레기
2357,0,0,0,385,2016-01-19 00:23,경기도,고양시일산동구,성석동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"종이,목재,건초등","목재, 합판",기타,야외,공터
2358,0,0,0,937,2016-01-19 00:41,전라남도,장성군,동화면,"건축,구조물",작동기기,역화,기계적 요인,"과열, 과부하",위험물등,등유,주거,단독주택,단독주택
2359,0,0,0,94,2016-01-19 01:30,서울특별시,종로구,체부동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,다가구주택
2360,0,0,0,972,2016-01-19 01:31,경기도,광주시,오포읍,"건축,구조물",미상(발화원인),미상,방화의심,방화의심,"종이,목재,건초등","기타(종이,목재,건초등)",주거,단독주택,다가구주택
2361,0,0,0,82699,2016-01-19 01:31,충청남도,아산시,둔포면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,공장시설,화학공업
2362,0,0,0,35778,2016-01-19 01:39,광주광역시,북구,망월동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",집합시설,종교시설,사찰
2363,0,0,0,0,2016-01-19 02:02,서울특별시,노원구,중계동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,쓰레기
2364,0,0,0,28921,2016-01-19 02:10,경기도,안성시,원곡면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",주거,단독주택,단독주택
2365,0,0,0,217,2016-01-19 02:24,인천광역시,남동구,간석동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,기타(부주의),식품,튀김유,생활서비스,음식점,호프집
2366,0,0,0,97791,2016-01-19 02:25,충청남도,태안군,근흥면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,기타서비스,기타건축물,기타 건축물
2367,0,0,0,3914,2016-01-19 02:27,대전광역시,유성구,지족동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,생활서비스,음식점,횟집
2368,3,0,3,39232,2016-01-19 02:41,전라남도,여수시,율촌면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
2369,0,0,0,303,2016-01-19 02:56,서울특별시,서초구,반포동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,공동주택,아파트
2370,0,0,0,2803,2016-01-19 03:00,경상남도,진주시,장대동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"침구,직물류",의류,생활서비스,일상서비스,일반상점
2371,0,0,0,1611,2016-01-19 03:20,전라북도,고창군,고수면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,주거,단독주택,단독주택
2372,0,0,0,220,2016-01-19 03:21,광주광역시,북구,용봉동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
2373,0,0,0,57,2016-01-19 03:37,강원도,강릉시,구정면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등","풀, 나뭇잎",주거,단독주택,단독주택
2374,0,0,0,0,2016-01-19 04:24,경기도,김포시,대곶면,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,기타(기계적요인),쓰레기류,기타 쓰레기,산업시설,위생시설,폐기물재활용시설
2375,0,0,0,536,2016-01-19 04:27,경기도,남양주시,화도읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,생활서비스,음식점,일반주점
2376,0,0,0,226,2016-01-19 04:58,대구광역시,남구,대명동,"건축,구조물",작동기기,기타(작동기기),전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,횟집
2377,0,0,0,566,2016-01-19 05:06,경상북도,칠곡군,약목면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",생활서비스,일상서비스,부동산 중개업소
2378,0,0,0,1650,2016-01-19 05:51,경기도,용인시수지구,풍덕천동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
2379,0,0,0,26683,2016-01-19 06:41,경기도,김포시,대곶면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,산업시설,공장시설,그 밖의 공업
2380,0,0,0,36,2016-01-19 06:46,인천광역시,남구,주안동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,공동주택,다세대주택
2381,0,0,0,36726,2016-01-19 06:50,대구광역시,중구,동성로2가,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,생활서비스,음식점,기타휴게음식점
2382,0,0,0,42236,2016-01-19 06:56,경상북도,포항시남구,지곡동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",미상,미상,미상,미상,주거,공동주택,아파트
2383,0,0,0,560,2016-01-19 06:57,충청북도,충주시,산척면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,한식
2384,0,0,0,367,2016-01-19 07:03,서울특별시,노원구,공릉동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,주거,공동주택,아파트
2385,0,0,0,924,2016-01-19 07:26,경기도,안산시상록구,본오동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
2386,0,0,0,9429,2016-01-19 07:43,서울특별시,성북구,장위동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,작업장,기타 작업장
2387,0,0,0,4400,2016-01-19 07:53,강원도,원주시,학성동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,기타(기계적요인),"자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,화물자동차
2388,0,0,0,20422,2016-01-19 07:57,충청남도,아산시,용화동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2389,0,0,0,476,2016-01-19 08:00,대구광역시,북구,태전동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,다가구주택
2390,0,0,0,13320,2016-01-19 08:02,경상북도,영천시,자양면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,미상,미상,주거,단독주택,단독주택
2391,0,0,0,105,2016-01-19 08:04,대구광역시,달서구,장동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",산업시설,작업장,"고철처리소, 고물상"
2392,0,0,0,348,2016-01-19 08:05,경기도,김포시,사우동,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하",합성수지,스티로폼,주거,단독주택,다가구주택
2393,0,0,0,4725,2016-01-19 08:12,경상북도,경주시,외동읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,기타(부주의),"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2394,0,0,0,297,2016-01-19 08:34,대구광역시,서구,비산동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하",기타,기타,산업시설,공장시설,방직공업
2395,0,0,0,0,2016-01-19 08:38,전라남도,광양시,광양읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
2396,0,0,0,9637,2016-01-19 08:49,경상남도,합천군,율곡면,"건축,구조물",미상(발화원인),미상,미상,미상,쓰레기류,쓰레기,"판매,업무시설",일반업무,일반회사
2397,0,0,0,3183,2016-01-19 09:02,전라북도,완주군,봉동읍,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,그 밖의 공업
2398,0,0,0,3050,2016-01-19 09:08,경상남도,거제시,문동동,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",기계적 요인,수동제어 실패,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
2399,0,0,0,1819,2016-01-19 09:10,서울특별시,송파구,장지동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,공동주택,아파트
2400,0,0,0,174,2016-01-19 09:21,경기도,시흥시,대야동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,층간단락,"전기,전자","전기, 전자기기 케이스",생활서비스,위락시설,유흥주점
2401,0,0,0,246,2016-01-19 09:27,강원도,동해시,단봉동,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,노후,"종이,목재,건초등",건초,기타,야외,쓰레기
2402,0,0,0,202,2016-01-19 09:33,인천광역시,부평구,부평동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,쓰레기
2403,0,0,0,523,2016-01-19 09:34,세종특별자치시,세종,새롬동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,기타,야외,기타야외
2404,0,0,0,1925,2016-01-19 09:37,전라북도,완주군,구이면,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",합성수지,합성고무(타이어),"자동차,철도차량",건설기계,덤프트럭
2405,0,0,0,1907,2016-01-19 09:38,경기도,파주시,신촌동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판","판매,업무시설",일반업무,일반회사
2406,0,0,0,53976,2016-01-19 09:43,경상북도,경주시,안강읍,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","침구,직물류","기타(침구,직물류)",집합시설,종교시설,사찰
2407,0,0,0,154,2016-01-19 09:50,경기도,용인시처인구,포곡읍,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",부주의,가연물 근접방치,기타,기타,기타,야외,기타야외
2408,0,0,0,18633,2016-01-19 09:56,인천광역시,남동구,만수동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"판매,업무시설",일반업무,일반회사
2409,0,0,0,2575,2016-01-19 09:57,충청남도,보령시,화산동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",기타,야외,기타야외
2410,0,0,0,960,2016-01-19 10:18,경상남도,거제시,고현동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,반단선,"침구,직물류","이불(베개,시트)",기타,야외,기타야외
2411,0,0,0,14739,2016-01-19 10:20,전라남도,해남군,삼산면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2412,0,0,0,47133,2016-01-19 10:30,경기도,하남시,감일동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",주거,기타주택,기타 주택
2413,0,0,0,721,2016-01-19 10:30,강원도,강릉시,주문진읍,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,쓰레기류,쓰레기,주거,단독주택,단독주택
2414,0,0,0,0,2016-01-19 10:36,경기도,여주시,흥천면,임야,"불꽃, 불티","기타(불꽃,불티)",부주의,쓰레기 소각,기타,기타,임야,산불,사유림
2415,0,0,0,665,2016-01-19 10:48,부산광역시,강서구,대저1동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","침구,직물류","기타(침구,직물류)",산업시설,작업장,공업사
2416,0,0,0,440,2016-01-19 10:50,충청북도,진천군,이월면,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,화물자동차
2417,0,0,0,110,2016-01-19 10:51,서울특별시,중랑구,면목동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2418,0,0,0,4191,2016-01-19 11:03,경기도,김포시,걸포동,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)","자동차,철도차량",자동차,화물자동차
2419,0,0,0,712,2016-01-19 11:03,경상북도,청도군,청도읍,"자동차,철도차량",작동기기,기타(작동기기),기계적 요인,"오일,연료누설",위험물등,기타(위험물등),"자동차,철도차량",자동차,승용자동차
2420,0,0,0,20,2016-01-19 11:11,대전광역시,유성구,원내동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
2421,0,0,0,4816,2016-01-19 11:12,전라북도,익산시,함라면,"건축,구조물",기타(발화원인),기타,기계적 요인,"과열, 과부하",쓰레기류,분진,산업시설,공장시설,그 밖의 공업
2422,0,0,0,55,2016-01-19 11:36,충청남도,부여군,부여읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,산업시설,동식물시설,기타 동식물시설
2423,0,0,0,6600,2016-01-19 11:41,강원도,춘천시,동내면,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,화물자동차
2424,0,0,0,220,2016-01-19 11:42,전라북도,고창군,해리면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,기타,야외,기타야외
2425,0,0,0,4510,2016-01-19 11:42,서울특별시,노원구,상계동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,"의료,복지시설",노유자시설,아동복지시설
2426,0,0,0,8991,2016-01-19 11:45,전라북도,장수군,계북면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
2427,0,0,0,19188,2016-01-19 11:47,경상북도,성주군,용암면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,주거,단독주택,단독주택
2428,0,0,0,21340,2016-01-19 11:48,강원도,춘천시,동산면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,화물자동차
2429,0,0,0,913,2016-01-19 11:49,전라남도,보성군,득량면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",주거,단독주택,단독주택
2430,0,0,0,110,2016-01-19 11:52,충청남도,천안시동남구,안서동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2431,0,0,0,838,2016-01-19 12:06,전라북도,익산시,현영동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",기타서비스,기타건축물,기타 건축물
2432,0,0,0,990,2016-01-19 12:07,충청남도,천안시서북구,성환읍,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,정비불량,위험물등,가솔린,"자동차,철도차량",자동차,승용자동차
2433,0,0,0,5358,2016-01-19 12:08,인천광역시,연수구,송도동,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,기타,야외,기타야외
2434,0,0,0,45,2016-01-19 12:12,경기도,광주시,초월읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,기타,야외,공터
2435,0,0,0,29199,2016-01-19 12:14,서울특별시,노원구,중계동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전자기기 부속품,주거,공동주택,아파트
2436,0,0,0,275,2016-01-19 12:15,부산광역시,강서구,신호동,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
2437,0,0,0,496,2016-01-19 12:23,서울특별시,구로구,고척동,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,합성수지,기타(합성수지),주거,공동주택,아파트
2438,0,0,0,9,2016-01-19 12:26,서울특별시,강서구,화곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 케이스",생활서비스,음식점,횟집
2439,0,0,0,2963571,2016-01-19 12:44,경기도,고양시일산동구,사리현동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,산업시설,창고시설,"창고, 물품저장소"
2440,0,0,0,542,2016-01-19 12:53,경상남도,사천시,사남면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타서비스,기타건축물,기타 건축물
2441,0,0,0,117,2016-01-19 12:56,광주광역시,서구,양동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
2442,0,0,0,306,2016-01-19 13:00,경상북도,군위군,군위읍,"건축,구조물",기타(발화원인),기타,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,기타 건축물
2443,0,0,0,128,2016-01-19 13:12,경기도,안산시단원구,신길동,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,기타,야외,공터
2444,0,1,1,5124,2016-01-19 13:14,인천광역시,남동구,운연동,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,기타 건축물
2445,0,0,0,0,2016-01-19 13:19,경기도,남양주시,진접읍,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,기타,야외,쓰레기
2446,0,0,0,22,2016-01-19 13:23,경상남도,합천군,초계면,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",기타,기타,기타,야외,쓰레기
2447,0,0,0,135,2016-01-19 13:25,경기도,평택시,팽성읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
2448,0,0,0,660,2016-01-19 13:46,경기도,화성시,팔탄면,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,기타(부주의),기타,기타,기타,야외,야적장
2449,0,0,0,1056,2016-01-19 13:52,경기도,안성시,공도읍,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",임야,들불,목초지
2450,0,0,0,382,2016-01-19 13:59,대구광역시,동구,불로동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),합성수지,스티로폼,기타서비스,기타건축물,기타 건축물
2451,0,0,0,3201,2016-01-19 14:07,충청북도,청주시서원구,남이면,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",합성수지,스티로폼,주거,단독주택,단독주택
2452,0,0,0,0,2016-01-19 14:09,인천광역시,연수구,동춘동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,쓰레기
2453,0,0,0,1333,2016-01-19 14:20,경기도,광주시,역동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,생활서비스,음식점,"치킨,족발"
2454,0,0,0,273,2016-01-19 14:32,부산광역시,연제구,거제동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",주거,공동주택,아파트
2455,0,0,0,363,2016-01-19 14:45,경기도,안산시단원구,대부남동,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",합성수지,스티로폼,기타,야외,공터
2456,0,0,0,0,2016-01-19 14:48,경상남도,밀양시,부북면,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,쓰레기 소각,"종이,목재,건초등",나무,기타,야외,모닥불
2457,0,0,0,82,2016-01-19 14:49,경기도,김포시,북변동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,교육시설,"연구,학원",일반학원
2458,0,0,0,163,2016-01-19 14:56,경기도,화성시,동탄면,기타(쓰레기 화재등),미상(발화원인),미상,미상,미상,미상,미상,기타,야외,쓰레기
2459,0,0,0,259,2016-01-19 14:58,서울특별시,영등포구,신길동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,기타 건축물
2460,0,0,0,101,2016-01-19 15:02,울산광역시,울주군,삼동면,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,기타,야외,기타야외
2461,0,0,0,0,2016-01-19 15:05,부산광역시,사하구,감천동,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","전기,전자",전선피복,기타,도로,기타도로
2462,0,0,0,1606,2016-01-19 15:25,경기도,포천시,신북면,"자동차,철도차량",기타(발화원인),기타,기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기","경유(자동차,철도)","자동차,철도차량",자동차,특수자동차
2463,0,0,0,30,2016-01-19 15:25,서울특별시,마포구,서교동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,"판매,업무시설",일반업무,일반회사
2464,0,0,0,660,2016-01-19 15:27,경기도,여주시,대신면,임야,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",기타,기타,임야,산불,사유림
2465,0,0,0,0,2016-01-19 15:28,대구광역시,중구,남산동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
2466,0,0,0,1535,2016-01-19 15:29,경상남도,거제시,거제면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,단독주택
2467,0,0,0,2605,2016-01-19 15:32,경상남도,밀양시,하남읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,기타 건축물
2468,0,0,0,566995,2016-01-19 15:33,경기도,김포시,대곶면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",산업시설,창고시설,"창고, 물품저장소"
2469,0,0,0,55,2016-01-19 15:34,서울특별시,중랑구,신내동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,정비불량,"자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,화물자동차
2470,0,0,0,212,2016-01-19 15:38,경기도,파주시,오도동,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,임야,들불,묘지
2471,0,0,0,441,2016-01-19 15:39,서울특별시,서초구,방배동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,합성수지,기타(합성수지),"판매,업무시설",일반업무,일반빌딩
2472,0,0,0,5527,2016-01-19 15:44,경기도,성남시수정구,신흥동,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,자동제어 실패,"전기,전자",전선피복,"자동차,철도차량",자동차,소형 승합차
2473,0,0,0,0,2016-01-19 15:47,경상남도,함안군,대산면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
2474,0,0,0,8391,2016-01-19 16:02,경기도,남양주시,오남읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,집합시설,종교시설,교회
2475,0,0,0,84,2016-01-19 16:31,서울특별시,강남구,압구정동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
2476,0,0,0,1359,2016-01-19 16:47,대구광역시,달성군,유가면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2477,0,0,0,1335,2016-01-19 16:54,경상북도,경주시,산내면,"건축,구조물",미상(발화원인),미상,미상,미상,"종이,목재,건초등",건초,기타서비스,기타건축물,기타 건축물
2478,0,0,0,902,2016-01-19 16:58,경상북도,군위군,소보면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
2479,0,0,0,3005,2016-01-19 17:00,강원도,태백시,황지동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,주거,공동주택,아파트
2480,0,0,0,159,2016-01-19 17:01,경기도,시흥시,정왕동,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
2481,0,0,0,165,2016-01-19 17:10,광주광역시,광산구,운남동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,승용자동차
2482,0,0,0,12977,2016-01-19 17:13,부산광역시,금정구,서동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
2483,0,0,0,6890,2016-01-19 17:19,서울특별시,동대문구,장안동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,작업장,기타 작업장
2484,0,0,0,0,2016-01-19 17:21,경기도,파주시,법원읍,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,기타,야외,쓰레기
2485,0,0,0,782,2016-01-19 17:21,경기도,이천시,백사면,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,기타,기타,주거,단독주택,단독주택
