화재발생년월일,시도,시군구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2021-03-12 16:50,충청남도,금산군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,11665,주거,단독주택,단독주택
2021-03-12 17:03,전라남도,나주시,"건축,구조물",작동기기,기타(작동기기),제품결함,기타(제품결함),"전기,전자","전기, 전자기기 내부배선",0,0,0,63468,주거,공동주택,아파트
2021-03-12 17:05,경기도,용인시수지구,"자동차,철도차량",미상,미상,미상,미상,"전기,전자",전선피복,0,0,0,12947,"자동차,철도차량",자동차,승용자동차
2021-03-12 17:35,부산광역시,사상구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,2508,"자동차,철도차량",자동차,승용자동차
2021-03-12 17:35,인천광역시,서구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","이불(베개,시트)",0,0,0,8391,주거,단독주택,기타 단독주택
2021-03-12 17:44,부산광역시,동래구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설",식품,튀김유,0,0,0,0,생활서비스,음식점,"치킨,족발"
2021-03-12 18:03,경기도,시흥시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,411,기타,야외,공터
2021-03-12 18:09,충청남도,천안시동남구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",부품,0,0,0,19800,"자동차,철도차량",자동차,소형 승합차
2021-03-12 18:30,경상북도,안동시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자","전기, 전자기기 내부배선",0,0,0,330,"자동차,철도차량",건설기계,기타 건설기계
2021-03-12 18:34,경상북도,구미시,"자동차,철도차량",작동기기,전기적 아크(단락),제품결함,제조상결함,"전기,전자",전자기기 부속품,0,0,0,341,"자동차,철도차량",자동차,승용자동차
2021-03-12 18:37,충청북도,옥천군,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,"누전,지락","전기,전자",전선피복,0,0,0,2501,주거,단독주택,단독주택
2021-03-12 19:11,강원도,영월군,임야,미상,미상,미상,미상,미상,미상,0,0,0,0,임야,산불,사유림
2021-03-12 19:25,전라북도,김제시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",종이,0,0,0,875,주거,공동주택,아파트
2021-03-12 20:01,세종특별자치시,세종,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,52,생활서비스,오락시설,노래연습장
2021-03-12 20:06,부산광역시,해운대구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1872,"판매,업무시설",판매시설,상가빌딩
2021-03-12 20:17,대구광역시,달서구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,302,주거,공동주택,아파트
2021-03-12 20:20,경상북도,상주시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",합성수지,합성고무(타이어),0,0,0,990,"자동차,철도차량",자동차,화물자동차
2021-03-12 20:31,서울특별시,동대문구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,음식물 조리중,식품,음식물,0,0,0,90,"판매,업무시설",판매시설,상가빌딩
2021-03-12 20:33,경기도,포천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,기타 쓰레기,0,0,0,58,기타,야외,공터
2021-03-12 20:35,광주광역시,동구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치",가구,"테이블, 의자",0,0,0,1957,기타서비스,기타건축물,기타 건축물
2021-03-12 20:35,경기도,수원시장안구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,5,기타,야외,쓰레기
2021-03-12 20:46,경기도,시흥시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,0,0,0,2279,생활서비스,음식점,기타 음식점
2021-03-12 21:28,대구광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,107,산업시설,공장시설,방직공업
2021-03-12 21:41,충청남도,공주시,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,식품,기타(식품),0,0,0,77179,산업시설,공장시설,식료품공업
2021-03-12 21:58,울산광역시,북구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,37064,생활서비스,음식점,한식
2021-03-12 22:05,경상남도,창원시 마산합포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,0,0,0,165,주거,단독주택,단독주택
2021-03-12 22:05,경기도,시흥시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"종이,목재,건초등","목재, 합판",0,0,0,11975,주거,단독주택,단독주택
2021-03-12 22:16,인천광역시,중구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,148,기타,야외,기타야외
2021-03-12 22:16,서울특별시,동대문구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3,기타서비스,기타건축물,기타 건축물
2021-03-12 22:34,대구광역시,달서구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,31,"자동차,철도차량",자동차,화물자동차
2021-03-12 22:50,경상북도,상주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,0,기타,야외,쓰레기
2021-03-12 22:54,경기도,성남시중원구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,472,기타,야외,기타야외
2021-03-12 22:57,대구광역시,수성구,"건축,구조물","담뱃불, 라이터불",촛불,부주의,기타(부주의),가구,소파,0,0,0,107,생활서비스,오락시설,노래연습장
2021-03-12 23:04,경상남도,밀양시,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1839,기타서비스,기타건축물,기타 건축물
2021-03-12 23:37,서울특별시,구로구,"건축,구조물",미상,미상,미상,미상,쓰레기류,쓰레기,1,0,1,235101,"판매,업무시설",공공기관,기타 공공기관
2021-03-12 23:49,대구광역시,달서구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,음식물,0,0,0,99,생활서비스,음식점,"치킨,족발"
2021-03-13 00:02,경상북도,포항시북구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,40,기타,야외,기타야외
2021-03-13 00:14,부산광역시,부산진구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,11404,산업시설,공장시설,인쇄업
2021-03-13 00:56,경기도,안성시,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,기타,기타,0,0,0,30245,주거,단독주택,단독주택
2021-03-13 01:35,경기도,하남시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,24244,"판매,업무시설",판매시설,기타 판매시설
2021-03-13 01:51,서울특별시,송파구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,28,주거,공동주택,다세대주택
2021-03-13 02:16,전라북도,전주시덕진구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,28065,주거,공동주택,아파트
2021-03-13 02:28,대구광역시,북구,"자동차,철도차량",작동기기,전기적 아크(단락),교통사고,교통사고,"전기,전자",전선피복,0,0,0,561,"자동차,철도차량",자동차,화물자동차
2021-03-13 03:03,대전광역시,유성구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 케이스",0,0,0,1391,생활서비스,음식점,횟집
2021-03-13 03:42,충청북도,청주시 흥덕구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,0,0,0,1764,"자동차,철도차량",자동차,승용자동차
2021-03-13 04:03,충청남도,금산군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,22,주거,단독주택,단독주택
2021-03-13 04:03,서울특별시,마포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 케이스",0,0,0,1454,"판매,업무시설",일반업무,오피스텔
2021-03-13 05:51,충청북도,단양군,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,"종이,목재,건초등","목재, 합판",0,0,0,1845,"판매,업무시설",숙박시설,민박
2021-03-13 06:21,경상남도,함안군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,0,0,0,3520,"자동차,철도차량",자동차,화물자동차
2021-03-13 06:51,경기도,파주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,402,기타서비스,기타건축물,기타 건축물
2021-03-13 06:53,경기도,김포시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,4950,"자동차,철도차량",자동차,화물자동차
2021-03-13 07:02,충청남도,홍성군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","풀, 나뭇잎",1,1,0,15253,주거,단독주택,단독주택
2021-03-13 08:30,인천광역시,남동구,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,632,기타,야외,기타야외
2021-03-13 08:40,서울특별시,마포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등",종이,1,0,1,13381,"판매,업무시설",숙박시설,호텔
2021-03-13 09:25,충청남도,금산군,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,기타(부주의),쓰레기류,기타 쓰레기,0,0,0,174,주거,단독주택,단독주택
2021-03-13 09:27,충청북도,음성군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,노후,"자동차,철도차량,선박,항공기",오일류,0,0,0,1320,"자동차,철도차량",자동차,화물자동차
2021-03-13 09:32,대구광역시,북구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,355,주거,공동주택,아파트
2021-03-13 10:04,부산광역시,사하구,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,기타,기타,0,0,0,0,기타,도로,전봇대
2021-03-13 10:35,광주광역시,북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,7518,주거,공동주택,다세대주택
2021-03-13 11:00,경기도,용인시처인구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,3914,"자동차,철도차량",건설기계,굴삭기
2021-03-13 11:20,경기도,용인시처인구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,0,0,0,231,"자동차,철도차량",자동차,승용자동차
2021-03-13 11:39,부산광역시,부산진구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,미상,미상,0,0,0,201,주거,공동주택,아파트
2021-03-13 12:07,강원도,원주시,"자동차,철도차량",미상,미상,전기적 요인,트래킹에 의한 단락,"자동차,철도차량,선박,항공기",부품,0,0,0,3300,"자동차,철도차량",자동차,승용자동차
2021-03-13 12:12,경기도,광주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),교통사고,교통사고,"종이,목재,건초등","목재, 합판",0,0,0,17,기타,야외,기타야외
2021-03-13 12:30,광주광역시,북구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,323,주거,단독주택,다가구주택
2021-03-13 12:38,경기도,부천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,64,주거,공동주택,연립주택
2021-03-13 12:46,경기도,파주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,132,기타,야외,야적장
2021-03-13 12:53,서울특별시,송파구,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,기타,0,0,0,158,생활서비스,음식점,"치킨,족발"
2021-03-13 13:00,경기도,파주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,3175,주거,단독주택,단독주택
2021-03-13 13:01,경상남도,창원시 진해구,"건축,구조물",기타,기타,부주의,기타(부주의),"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,1435,주거,단독주택,단독주택
2021-03-13 13:18,경상북도,칠곡군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,217,주거,단독주택,단독주택
2021-03-13 13:23,서울특별시,마포구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",나무,0,0,0,31,기타,야외,기타야외
2021-03-13 13:27,경상북도,상주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,기타,기타,0,0,0,273,기타,야외,기타야외
2021-03-13 13:36,서울특별시,송파구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,75,주거,단독주택,다가구주택
2021-03-13 13:42,경기도,시흥시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",0,0,0,74,기타,야외,공터
2021-03-13 13:46,대구광역시,달성군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,2221,생활서비스,음식점,일반주점
2021-03-13 14:06,서울특별시,송파구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",가스누출(폭발),가스누출(폭발),가연성가스,천연가스,0,0,0,242,생활서비스,음식점,분식
2021-03-13 14:15,경기도,이천시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,22,기타,야외,기타야외
2021-03-13 14:19,경상북도,구미시,"건축,구조물",기타,기타,부주의,음식물 조리중,식품,음식물,0,0,0,3359,주거,공동주택,다세대주택
2021-03-13 14:46,충청남도,아산시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1144,기타,야외,기타야외
2021-03-13 14:50,전라남도,여수시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,노후,위험물등,기타(위험물등),0,0,0,1,"자동차,철도차량",자동차,특수자동차
2021-03-13 15:00,부산광역시,기장군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,4453,산업시설,창고시설,"창고, 물품저장소"
2021-03-13 15:15,서울특별시,용산구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,22,기타,도로,기타도로
2021-03-13 15:17,서울특별시,노원구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"기기(전기, 기계 등) 사용.설치부주의",가연성가스,부탄가스,1,0,1,7,주거,단독주택,다가구주택
2021-03-13 15:17,강원도,강릉시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,5839,교육시설,"연구,학원",일반학원
2021-03-13 15:31,서울특별시,중랑구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,"불씨,불꽃,화원방치","침구,직물류","이불(베개,시트)",0,0,0,220,기타,야외,쓰레기
2021-03-13 15:40,전라남도,목포시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,노후,식품,튀김유,0,0,0,67,생활서비스,음식점,"치킨,족발"
2021-03-13 16:07,경상북도,경주시,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,189,주거,단독주택,단독주택
2021-03-13 16:08,경기도,하남시,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,폐목재,0,0,0,330,기타,야외,야적장
2021-03-13 16:15,경상북도,경주시,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",휘발유,0,0,0,4400,"자동차,철도차량",자동차,승용자동차
2021-03-13 16:26,경상북도,청도군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,132,임야,들불,논밭두렁
2021-03-13 16:26,전라남도,강진군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등",종이,0,0,0,8600,주거,공동주택,연립주택
2021-03-13 16:29,서울특별시,종로구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,40,기타,야외,쓰레기
2021-03-13 16:31,울산광역시,울주군,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",부품,0,0,0,1056,"자동차,철도차량",건설기계,굴삭기
2021-03-13 16:32,서울특별시,강북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,33,기타,야외,쓰레기
2021-03-13 16:40,경기도,가평군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",잔디,0,0,0,515,기타,야외,기타야외
2021-03-13 16:45,경상북도,구미시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,0,기타,야외,기타야외
2021-03-13 18:03,인천광역시,옹진군,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),"종이,목재,건초등",건초,0,0,0,676,주거,단독주택,단독주택
2021-03-13 18:23,경기도,하남시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,55,주거,공동주택,주상복합아파트
2021-03-13 18:24,경기도,평택시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,60,기타,야외,기타야외
2021-03-13 18:25,경기도,광주시,"건축,구조물","담뱃불, 라이터불",촛불,부주의,기타(부주의),"종이,목재,건초등",종이,0,0,0,4463,주거,단독주택,다가구주택
2021-03-13 18:53,서울특별시,종로구,"자동차,철도차량",미상,미상,미상,미상,"침구,직물류","기타(침구,직물류)",0,0,0,963,"자동차,철도차량",자동차,화물자동차
2021-03-13 19:10,충청남도,당진시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,11415,주거,단독주택,단독주택
2021-03-13 19:10,전라남도,구례군,"자동차,철도차량","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","자동차,철도차량,선박,항공기",좌석시트,0,0,0,21450,"자동차,철도차량",자동차,승용자동차
2021-03-13 19:11,경기도,남양주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,3256,기타,야외,기타야외
2021-03-13 19:13,서울특별시,강남구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,5007,주거,공동주택,다세대주택
2021-03-13 19:22,서울특별시,강서구,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,31,생활서비스,음식점,중식
2021-03-13 21:06,강원도,춘천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전자기기 부속품,0,0,0,6248,주거,공동주택,아파트
2021-03-13 21:10,경기도,성남시분당구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스",0,0,0,3,교육시설,학교,중학교
2021-03-13 21:41,경기도,군포시,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,자동제어 실패,위험물등,기타 제4류 위험물,0,0,0,79478,산업시설,공장시설,금속기계 및 기구공업
2021-03-13 21:48,강원도,춘천시,"자동차,철도차량",미상,미상,미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3134,"자동차,철도차량",자동차,오토바이
2021-03-13 21:50,충청남도,천안시동남구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,2796,기타서비스,기타건축물,기타 건축물
2021-03-13 21:59,충청북도,충주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,5,기타,야외,기타야외
2021-03-13 21:59,전라북도,고창군,"자동차,철도차량",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,0,0,0,6534,"자동차,철도차량",자동차,승용자동차
2021-03-13 22:19,경기도,김포시,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",0,0,0,2237,기타서비스,기타건축물,기타 건축물
2021-03-13 22:21,전라북도,전주시완산구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,0,0,0,35,주거,단독주택,단독주택
2021-03-13 22:41,서울특별시,구로구,"건축,구조물",기타,기타,부주의,음식물 조리중,식품,음식물,0,0,0,12,주거,단독주택,다가구주택
2021-03-13 22:43,충청남도,청양군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,0,0,0,798,산업시설,동식물시설,농예용 온실
2021-03-13 22:50,서울특별시,관악구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",휘발유,0,0,0,726,"자동차,철도차량",자동차,오토바이
2021-03-13 23:26,경상남도,거제시,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,"전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,7307,주거,공동주택,아파트
2021-03-13 23:52,인천광역시,서구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,쓰레기류,쓰레기,0,0,0,9614,"자동차,철도차량",자동차,버스
2021-03-13 23:53,경기도,평택시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),"종이,목재,건초등",종이,0,0,0,20,주거,공동주택,기타 공동주택
2021-03-13 23:56,경상남도,거제시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,899,생활서비스,위락시설,기타 위락시설
2021-03-13 23:59,전라북도,고창군,"건축,구조물",화학적 발화열,발효열,자연적인 요인,기타(자연적인요인),기타,기타,0,0,0,1691,산업시설,창고시설,기타 창고
2021-03-14 00:09,경기도,화성시,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,"침구,직물류","행주, 기름걸레",0,0,0,126437,산업시설,위생시설,폐기물처리시설
2021-03-14 00:29,경상남도,밀양시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기타,기타,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,5114,생활서비스,음식점,일식
2021-03-14 00:45,강원도,춘천시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,0,0,0,2016,생활서비스,음식점,한식(휴게)
2021-03-14 00:48,경기도,여주시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1256652,산업시설,동식물시설,계사
2021-03-14 01:11,경기도,화성시,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",가구,"옷장, 책장 등",0,0,0,354,주거,공동주택,아파트
2021-03-14 01:14,울산광역시,중구,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"자동차,철도차량,선박,항공기",좌석시트,0,0,0,330,"자동차,철도차량",자동차,승용자동차
2021-03-14 01:17,서울특별시,동작구,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,식품,튀김유,0,0,0,637,생활서비스,음식점,"치킨,족발"
2021-03-14 01:51,부산광역시,사상구,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,100,기타,야외,기타야외
2021-03-14 02:43,부산광역시,기장군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,330,생활서비스,음식점,횟집
2021-03-14 02:45,경기도,부천시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,727,생활서비스,음식점,중식
2021-03-14 04:44,서울특별시,관악구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,59,생활서비스,음식점,횟집
2021-03-14 04:58,서울특별시,중랑구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2,주거,단독주택,다중주택
