연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
33315,0,0,0,3596,2015-09-19 04:23,경기도,수원시영통구,매탄동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,쓰레기류,분진,주거,공동주택,아파트
33316,0,0,0,0,2015-09-19 04:37,대구광역시,중구,동인동3가,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),쓰레기류,쓰레기,"자동차,철도차량",자동차,화물자동차
33317,0,0,0,49,2015-09-19 04:44,서울특별시,강서구,화곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,층간단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
33318,0,0,0,388,2015-09-19 04:52,경기도,안양시동안구,관양동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
33319,0,0,0,1633,2015-09-19 05:26,대전광역시,대덕구,법동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 절연유",생활서비스,일상서비스,관리사무소
33320,0,0,0,308,2015-09-19 06:04,서울특별시,도봉구,방학동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,담배꽁초,"종이,목재,건초등",종이,주거,공동주택,연립주택
33321,0,0,0,2816,2015-09-19 06:39,인천광역시,연수구,옥련동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,오토바이
33322,0,0,0,2966,2015-09-19 06:45,경기도,평택시,칠원동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,단독주택
33323,0,0,0,220,2015-09-19 06:55,인천광역시,계양구,작전동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,화물자동차
33324,0,0,0,55,2015-09-19 07:33,경상북도,구미시,원평동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
33325,0,0,0,72,2015-09-19 08:11,광주광역시,광산구,월계동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
33326,0,0,0,0,2015-09-19 08:20,충청남도,당진시,송산면,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
33327,0,0,0,50,2015-09-19 08:54,경기도,시흥시,조남동,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",기타,야외,쓰레기
33328,0,0,0,11015,2015-09-19 09:04,강원도,동해시,송정동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
33329,0,0,0,6356,2015-09-19 09:31,경기도,수원시영통구,원천동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,기타,야외,기타야외
33330,0,0,0,49,2015-09-19 09:31,서울특별시,중구,신당동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,빨래삶기,"침구,직물류","행주, 기름걸레",주거,공동주택,아파트
33331,0,0,0,0,2015-09-19 09:38,경상남도,양산시,동면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
33332,0,0,0,390614,2015-09-19 09:38,경기도,남양주시,별내면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,작업장,기타 작업장
33333,0,0,0,0,2015-09-19 10:08,부산광역시,부산진구,부전동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"용접, 절단, 연마",위험물등,등유,기타서비스,기타건축물,기타 건축물
33334,0,0,0,110,2015-09-19 10:24,경기도,가평군,가평읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,기타야외
33335,0,0,0,491,2015-09-19 10:46,서울특별시,마포구,연남동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,스티로폼,생활서비스,일상서비스,기타 일상서비스
33336,0,0,0,335,2015-09-19 10:46,전라북도,고창군,대산면,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,기타,야외,기타야외
33337,0,0,0,0,2015-09-19 10:48,충청남도,부여군,규암면,임야,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림
33338,0,0,0,1248,2015-09-19 10:51,경기도,이천시,마장면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,주거,기타주택,기타 주택
33339,0,0,0,2997,2015-09-19 10:56,인천광역시,서구,불로동,"건축,구조물",자연적 발화열,햇볕,화학적 요인,자연발화,쓰레기류,쓰레기,산업시설,공장시설,그 밖의 공업
33340,0,0,0,12,2015-09-19 11:05,대전광역시,서구,월평동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
33341,0,0,0,151,2015-09-19 11:15,전라남도,해남군,산이면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",임야,들불,들판
33342,0,0,0,127,2015-09-19 11:19,충청남도,예산군,신암면,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,기타 건축물
33343,0,0,0,0,2015-09-19 11:41,전라남도,순천시,남정동,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",임야,들불,기타 들불
33344,0,0,0,489,2015-09-19 11:55,전라북도,고창군,아산면,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,기타,야외,기타야외
33345,0,0,0,528,2015-09-19 11:56,전라북도,정읍시,감곡면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
33346,0,0,0,5105,2015-09-19 12:20,경기도,양주시,광적면,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","침구,직물류","기타(침구,직물류)",산업시설,공장시설,방직공업
33347,0,0,0,29659,2015-09-19 12:23,전라북도,순창군,복흥면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,생활서비스,일상서비스,기타 일상서비스
33348,0,0,0,1485,2015-09-19 12:39,경기도,하남시,덕풍동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
33349,0,0,0,15,2015-09-19 13:03,강원도,정선군,사북읍,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
33350,0,0,0,3331,2015-09-19 13:14,광주광역시,광산구,두정동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,기타서비스,기타건축물,기타 건축물
33351,0,0,0,660,2015-09-19 13:16,경상남도,양산시,하북면,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,승용자동차
33352,0,0,0,0,2015-09-19 13:16,전라북도,완주군,동상면,임야,"담뱃불, 라이터불",담뱃불,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림
33353,0,0,0,0,2015-09-19 13:44,경상북도,구미시,해평면,임야,기타(발화원인),기타,부주의,기타(부주의),"종이,목재,건초등",건초,임야,산불,공유림
33354,0,0,0,704,2015-09-19 13:49,전라북도,정읍시,덕천면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
33355,0,0,0,0,2015-09-19 13:57,광주광역시,서구,벽진동,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,쓰레기
33356,0,0,0,440,2015-09-19 14:02,전라북도,부안군,줄포면,임야,기타(발화원인),기타,부주의,담배꽁초,기타,기타,임야,들불,묘지
33357,0,0,0,935,2015-09-19 14:03,대전광역시,대덕구,덕암동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,주거,공동주택,아파트
33358,0,0,0,401,2015-09-19 14:03,부산광역시,중구,중앙동7가,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
33359,0,0,0,4123,2015-09-19 14:19,경상남도,의령군,가례면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
33360,0,0,0,793,2015-09-19 14:33,대구광역시,수성구,가천동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,기타서비스,기타건축물,기타 건축물
33361,0,0,0,0,2015-09-19 14:52,강원도,춘천시,우두동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
33362,0,0,0,24,2015-09-19 14:59,경기도,군포시,둔대동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",생활서비스,음식점,한식
33363,0,0,0,4971,2015-09-19 15:00,대전광역시,유성구,갑동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,주거,단독주택,단독주택
33364,0,0,0,2420,2015-09-19 15:11,전라북도,김제시,금구면,"자동차,철도차량","담뱃불, 라이터불","기타(담뱃불,라이터불)",부주의,기타(부주의),"침구,직물류","기타(침구,직물류)","자동차,철도차량",자동차,승용자동차
33365,0,0,0,782,2015-09-19 15:14,경상남도,창원시 마산회원구,구암동,"건축,구조물",미상(발화원인),미상,미상,미상,쓰레기류,기타 쓰레기,기타서비스,기타건축물,기타 건축물
33366,0,0,0,0,2015-09-19 15:18,경기도,안산시상록구,팔곡일동,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,임야,산불,사유림
33367,0,0,0,11109,2015-09-19 15:30,경상북도,김천시,봉산면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,기타(합성수지),기타서비스,기타건축물,기타 건축물
33368,0,0,0,0,2015-09-19 15:39,전라남도,보성군,조성면,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",임야,들불,묘지
33369,0,0,0,492,2015-09-19 15:44,충청북도,진천군,진천읍,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,쓰레기 소각,합성수지,스티로폼,생활서비스,음식점,분식
33370,0,0,0,56,2015-09-19 15:44,서울특별시,구로구,구로동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 케이스",주거,공동주택,다세대주택
33371,0,0,0,1100,2015-09-19 15:45,부산광역시,기장군,장안읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,기타서비스,기타건축물,기타 건축물
33372,0,0,0,22,2015-09-19 16:02,서울특별시,금천구,독산동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,가연물 근접방치,기타,기타,주거,공동주택,아파트
33373,0,0,0,70,2015-09-19 16:04,전라남도,장성군,진원면,임야,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,기타 쓰레기,임야,들불,논밭두렁
33374,0,0,0,1540,2015-09-19 16:11,전라남도,함평군,월야면,"자동차,철도차량","마찰, 전도, 복사","기타(마찰,전도,복사)",기계적 요인,기타(기계적요인),합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
33375,0,0,0,217,2015-09-19 16:18,대구광역시,달서구,월암동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",쓰레기류,분진,산업시설,공장시설,그 밖의 공업
33376,0,0,0,67,2015-09-19 16:31,경상남도,김해시,진영읍,"건축,구조물",작동기기,기타(작동기기),전기적 요인,과부하/과전류,기타,기타,"판매,업무시설",판매시설,기타 판매시설
33377,0,0,0,0,2015-09-19 16:39,부산광역시,해운대구,반송동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,주거,공동주택,아파트
33378,0,0,0,9707,2015-09-19 16:40,강원도,원주시,문막읍,"건축,구조물",미상(발화원인),미상,미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,화학공업
33379,0,0,0,348,2015-09-19 16:49,경상남도,통영시,도남동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",주거,공동주택,아파트
33380,0,0,0,20,2015-09-19 16:54,서울특별시,강서구,방화동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
33381,0,0,0,0,2015-09-19 16:56,충청남도,부여군,은산면,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",임야,들불,묘지
33382,0,0,0,0,2015-09-19 17:03,서울특별시,강남구,삼성동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,쓰레기
33383,0,0,0,123,2015-09-19 17:21,전라남도,해남군,화원면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",산업시설,창고시설,"창고, 물품저장소"
33384,0,0,0,597,2015-09-19 17:52,경기도,광주시,쌍령동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,합성수지,기타(합성수지),산업시설,창고시설,"창고, 물품저장소"
33385,0,0,0,55,2015-09-19 18:00,경기도,김포시,하성면,"건축,구조물",기타(발화원인),기타,기계적 요인,기타(기계적요인),합성수지,합성고무(타이어),산업시설,공장시설,그 밖의 공업
33386,0,0,0,91,2015-09-19 18:15,경기도,이천시,창전동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,층간단락,"전기,전자",전선피복,교육시설,"연구,학원",일반학원
33387,0,0,0,4546,2015-09-19 18:29,광주광역시,광산구,안청동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",산업시설,공장시설,제재 및 목공업
33388,0,0,0,4981,2015-09-19 18:30,경기도,파주시,광탄면,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,산업시설,공장시설,제재 및 목공업
33389,0,0,0,59086,2015-09-19 18:33,경상남도,함양군,안의면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,동식물시설,계사
33390,0,0,0,30,2015-09-19 18:42,서울특별시,관악구,신림동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"간판,차양막등",플래카드,기타,도로,전봇대
33391,0,0,0,1001,2015-09-19 18:49,경상북도,성주군,선남면,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,쓰레기,기타,야외,야적장
33392,0,0,0,151,2015-09-19 18:49,서울특별시,금천구,가산동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판","판매,업무시설",일반업무,신문사
33393,0,0,0,14653,2015-09-19 18:59,충청남도,홍성군,장곡면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
33394,0,0,0,7920,2015-09-19 19:04,경기도,하남시,춘궁동,"자동차,철도차량",작동기기,기타(작동기기),기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,승용자동차
33395,0,0,0,55,2015-09-19 19:42,전라남도,곡성군,고달면,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,임야,들불,기타 들불
33396,0,0,0,6,2015-09-19 19:45,경기도,포천시,신읍동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
33397,0,0,0,2,2015-09-19 19:50,경상남도,거제시,거제면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,기타,기타,"의료,복지시설",의료시설,요양소
33398,0,0,0,807,2015-09-19 19:57,충청남도,천안시동남구,목천읍,"건축,구조물",기타(발화원인),기타,부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,한식
33399,0,0,0,1587,2015-09-19 19:57,부산광역시,서구,초장동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,미상,미상,주거,단독주택,단독주택
33400,0,0,0,5,2015-09-19 20:14,인천광역시,남구,주안동,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,음식물,생활서비스,일상서비스,기타 일상서비스
33401,0,0,0,1161,2015-09-19 20:25,인천광역시,서구,당하동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,산업시설,공장시설,그 밖의 공업
33402,0,1,1,46,2015-09-19 20:39,충청북도,괴산군,청천면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"간판,차양막등",차양막,산업시설,창고시설,"창고, 물품저장소"
33403,0,0,0,192550,2015-09-19 20:40,강원도,양양군,손양면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,우레탄,산업시설,동식물시설,돈사
33404,0,0,0,0,2015-09-19 21:27,전라남도,고흥군,풍양면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,쓰레기
33405,0,0,0,2296,2015-09-19 21:37,경상북도,청도군,금천면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
33406,0,0,0,50,2015-09-19 21:41,서울특별시,강남구,신사동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,생활서비스,음식점,중식
33407,0,0,0,50,2015-09-19 21:55,서울특별시,광진구,중곡동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,도로,기타도로
33408,0,0,0,115,2015-09-19 22:12,인천광역시,서구,마전동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,생활서비스,오락시설,PC방(인터넷게임제공업)
33409,0,0,0,49,2015-09-19 22:20,서울특별시,중구,태평로1가,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,쓰레기 소각,"침구,직물류","기타(침구,직물류)",기타,도로,기타도로
33410,0,0,0,1986,2015-09-19 22:57,충청남도,천안시동남구,목천읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,산업시설,공장시설,식료품공업
33411,0,0,0,16,2015-09-19 22:58,경상남도,통영시,북신동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
33412,0,0,0,7,2015-09-19 23:11,경기도,안양시동안구,평촌동,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,음식물,"판매,업무시설",판매시설,시장
33413,0,0,0,2381,2015-09-19 23:17,충청남도,천안시동남구,원성동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,승용자동차
33414,0,0,0,71,2015-09-19 23:21,충청남도,아산시,권곡동,"자동차,철도차량",작동기기,"기기 전도,복사열",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
33415,0,0,0,0,2015-09-19 23:30,대구광역시,서구,비산동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,공터
33416,0,0,0,30,2015-09-19 23:47,서울특별시,관악구,신림동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
33417,0,0,0,28,2015-09-20 00:22,울산광역시,북구,매곡동,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,음식물,생활서비스,음식점,한식
33418,0,0,0,55,2015-09-20 00:47,경기도,과천시,별양동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",종이,기타,야외,기타야외
33419,0,0,0,45,2015-09-20 00:51,서울특별시,강서구,화곡동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,빨래삶기,"침구,직물류","기타(침구,직물류)",주거,공동주택,연립주택
33420,0,0,0,8,2015-09-20 01:08,대구광역시,동구,신서동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,기타 공동주택
33421,0,0,0,16,2015-09-20 01:10,대전광역시,중구,태평동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
33422,0,0,0,52739,2015-09-20 01:11,전라남도,나주시,노안면,"건축,구조물",미상(발화원인),미상,미상,미상,기타,기타,산업시설,공장시설,방직공업
33423,0,0,0,0,2015-09-20 01:23,서울특별시,강남구,대치동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"간판,차양막등",플래카드,기타,야외,쓰레기
33424,0,0,0,5628,2015-09-20 01:54,경상남도,고성군,고성읍,"자동차,철도차량","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)","자동차,철도차량",자동차,화물자동차
33425,0,2,2,222,2015-09-20 02:09,전라남도,목포시,옥암동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,주거,공동주택,아파트
33426,0,0,0,26621,2015-09-20 02:24,전라남도,완도군,완도읍,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"자동차,철도차량",농업기계,트랙터
33427,0,0,0,530,2015-09-20 03:10,제주특별자치도,서귀포시,법환동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,창고시설,"창고, 물품저장소"
33428,0,0,0,0,2015-09-20 03:29,대전광역시,동구,가오동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
33429,0,0,0,193,2015-09-20 04:10,경기도,고양시일산동구,식사동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,공동주택,아파트
33430,0,0,0,1485184,2015-09-20 04:36,경기도,화성시,봉담읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,공장시설,그 밖의 공업
33431,0,0,0,2021,2015-09-20 04:48,경기도,수원시팔달구,구천동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"침구,직물류","기타(침구,직물류)","판매,업무시설",숙박시설,여관
33432,0,0,0,3110,2015-09-20 05:08,인천광역시,서구,경서동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,기타(합성수지),산업시설,공장시설,금속기계 및 기구공업
33433,0,0,0,1320,2015-09-20 05:27,경상남도,통영시,도남동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"자동차,철도차량,선박,항공기",휘발유,"자동차,철도차량",자동차,오토바이
33434,0,0,0,4146,2015-09-20 05:28,경상남도,산청군,신안면,"건축,구조물",미상(발화원인),미상,미상,미상,"종이,목재,건초등","목재, 합판",산업시설,동식물시설,기타 동식물시설
33435,0,0,0,1970,2015-09-20 06:16,인천광역시,서구,석남동,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,기타(부주의),합성수지,기타(합성수지),산업시설,공장시설,금속기계 및 기구공업
33436,0,0,0,110,2015-09-20 06:29,서울특별시,강남구,청담동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,생활서비스,음식점,간이음식점
33437,0,0,0,528,2015-09-20 07:27,경상북도,포항시남구,해도동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
33438,0,0,0,16,2015-09-20 07:46,대구광역시,중구,남산동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"침구,직물류",의류,주거,단독주택,단독주택
33439,0,0,0,100,2015-09-20 07:48,부산광역시,부산진구,양정동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,다가구주택
33440,0,0,0,22,2015-09-20 07:51,대전광역시,대덕구,비래동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
33441,0,2,2,38102,2015-09-20 08:06,경기도,광주시,오포읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,공동주택,다세대주택
33442,0,0,0,0,2015-09-20 08:13,경상북도,상주시,공검면,기타(쓰레기 화재등),화학적 발화열,화학반응열,자연적인 요인,자연적 재해,"종이,목재,건초등",톱밥,기타,야외,기타야외
33443,0,0,0,534,2015-09-20 08:18,인천광역시,서구,가좌동,"건축,구조물",미상(발화원인),미상,방화의심,방화의심,미상,미상,주거,단독주택,단독주택
33444,0,0,0,24200,2015-09-20 08:40,경기도,과천시,주암동,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,기타(기계적요인),"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
33445,0,0,0,38,2015-09-20 09:02,전라남도,영광군,홍농읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,쓰레기
