일시,시도,시_군_구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2023-01-01 00:00,경기도,김포시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설",위험물등,기계유,0,0,0,1100,"자동차,철도차량",자동차,승용자동차
2023-01-01 00:29,경상남도,거창군,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등",나무,0,0,0,668,주거,단독주택,단독주택
2023-01-01 00:34,강원특별자치도,원주시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,580,주거,단독주택,다가구주택
2023-01-01 01:01,전북특별자치도,익산시,"건축,구조물",작동기기,전기적 아크(단락),부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","이불(베개,시트)",0,0,0,1963,"의료,복지시설",의료시설,한의원
2023-01-01 01:34,경상남도,창원시 성산구,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,210,기타,야외,기타야외
2023-01-01 01:59,부산광역시,수영구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,0,생활서비스,일상서비스,기타 일상서비스
2023-01-01 01:59,대전광역시,유성구,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,식품,튀김유,0,0,0,81,생활서비스,음식점,"치킨,족발"
2023-01-01 02:08,경상남도,거제시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,우레탄,0,0,0,550,기타서비스,기타건축물,기타 건축물
2023-01-01 02:44,대구광역시,수성구,"건축,구조물","담뱃불, 라이터불",향불,부주의,"불씨,불꽃,화원방치","침구,직물류",의류,0,0,0,1525,주거,공동주택,아파트
2023-01-01 02:47,부산광역시,동래구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,345,주거,공동주택,아파트
2023-01-01 02:52,경상남도,거제시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,8,"판매,업무시설",숙박시설,기타 숙박시설
2023-01-01 03:05,충청북도,청주시 청원구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류",카펫,0,0,0,4657,주거,공동주택,다세대주택
2023-01-01 03:20,경상남도,김해시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,3143,산업시설,공장시설,금속기계 및 기구공업
2023-01-01 03:28,경상북도,구미시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,27,주거,단독주택,다가구주택
2023-01-01 03:34,인천광역시,미추홀구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 케이스",0,0,0,2298,생활서비스,음식점,한식
2023-01-01 03:42,부산광역시,해운대구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","침구,직물류",의류,0,0,0,838,생활서비스,일상서비스,기타 일상서비스
2023-01-01 04:01,충청남도,천안시동남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전자기기 부속품,0,0,0,948,"판매,업무시설",숙박시설,호텔
2023-01-01 04:36,서울특별시,금천구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,5,"판매,업무시설",숙박시설,기타 숙박시설
2023-01-01 04:44,울산광역시,중구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,기타,야외,쓰레기
2023-01-01 04:51,부산광역시,해운대구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,다세대주택
2023-01-01 05:00,경상남도,진주시,"건축,구조물",작동기기,전기적 아크(단락),제품결함,제조상결함,"전기,전자",전자기기 부속품,0,0,0,1232,주거,단독주택,단독주택
2023-01-01 06:39,경상남도,창원시 성산구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,미상,미상,0,0,0,1485,"자동차,철도차량",자동차,승용자동차
2023-01-01 06:40,경상남도,거제시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,4187,주거,단독주택,단독주택
2023-01-01 06:55,충청남도,태안군,임야,"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등","풀, 나뭇잎",0,0,0,1,임야,들불,기타 들불
2023-01-01 07:26,울산광역시,울주군,"건축,구조물",미상,미상,전기적 요인,미확인단락,가구,"옷장, 책장 등",0,0,0,4948,산업시설,공장시설,금속기계 및 기구공업
2023-01-01 07:39,충청남도,서산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,7893,"판매,업무시설",판매시설,상가빌딩
2023-01-01 08:07,경상북도,김천시,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,"침구,직물류",부직포,0,0,0,2140,주거,단독주택,단독주택
2023-01-01 08:25,경기도,파주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,기타(전기적요인),"전기,전자","기타(전기,전자)",0,0,0,255266,산업시설,공장시설,광업
2023-01-01 08:55,강원특별자치도,평창군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1730,"판매,업무시설",판매시설,상점가
2023-01-01 09:04,전북특별자치도,장수군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,기타(합성수지),0,0,0,739,기타서비스,기타건축물,기타 건축물
2023-01-01 09:12,경상북도,영천시,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,1980,"자동차,철도차량",자동차,승용자동차
2023-01-01 09:15,경상남도,창원시 마산합포구,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,188,기타,야외,기타야외
2023-01-01 09:21,서울특별시,송파구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,11,집합시설,종교시설,교회
2023-01-01 09:22,전북특별자치도,정읍시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,798,산업시설,동식물시설,농예용 온실
2023-01-01 09:28,경기도,광주시,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,기타,기타,0,0,0,9,기타,야외,공터
2023-01-01 09:30,경기도,화성시,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,혼촉발화,쓰레기류,기타 쓰레기,0,0,0,200,기타,야외,야적장
2023-01-01 09:37,부산광역시,남구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,990,생활서비스,일상서비스,일반상점
2023-01-01 09:52,대전광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,83,"판매,업무시설",일반업무,일반빌딩
2023-01-01 09:55,부산광역시,사하구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,30,생활서비스,음식점,횟집
2023-01-01 10:05,전북특별자치도,완주군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,8749,주거,단독주택,단독주택
2023-01-01 10:20,경기도,평택시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,219,산업시설,동식물시설,농예용 온실
2023-01-01 10:22,전라남도,무안군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",종이,0,0,0,4686,산업시설,창고시설,기타 창고
2023-01-01 10:28,서울특별시,강동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,9454,집합시설,운동시설,골프연습장
2023-01-01 10:36,서울특별시,강남구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,기타,기타,0,0,0,2719,"판매,업무시설",숙박시설,호텔
2023-01-01 11:43,강원특별자치도,화천군,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,30,산업시설,창고시설,"창고, 물품저장소"
2023-01-01 11:46,경상남도,통영시,기타(쓰레기 화재등),미상,미상,전기적 요인,미확인단락,기타,기타,0,0,0,0,기타,야외,기타야외
2023-01-01 11:57,충청북도,청주시 청원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,1337,주거,단독주택,단독주택
2023-01-01 12:02,경상남도,양산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,297788,운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2023-01-01 12:03,부산광역시,금정구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,다세대주택
2023-01-01 12:09,경기도,고양시덕양구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,243,산업시설,창고시설,기타 창고
2023-01-01 12:16,전라남도,완도군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,55,기타,야외,기타야외
2023-01-01 12:16,전북특별자치도,전주시완산구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기타,기타,"종이,목재,건초등",나무,0,0,0,6634,주거,단독주택,단독주택
2023-01-01 12:17,경기도,고양시덕양구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,가구,소파,0,0,0,54080,주거,단독주택,단독주택
2023-01-01 12:22,강원특별자치도,강릉시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,55,기타,야외,모닥불
2023-01-01 12:24,대전광역시,중구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,0,0,0,656,주거,단독주택,단독주택
2023-01-01 12:27,서울특별시,강동구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,5,기타,야외,쓰레기
2023-01-01 12:34,부산광역시,부산진구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,362,주거,단독주택,단독주택
2023-01-01 13:02,서울특별시,노원구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,486,생활서비스,음식점,한식
2023-01-01 13:13,충청남도,천안시동남구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,224,기타,야외,기타야외
2023-01-01 13:27,경기도,부천시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,740,기타,야외,기타야외
2023-01-01 13:34,경기도,광명시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",나무,0,0,0,15,기타,야외,기타야외
2023-01-01 13:37,경기도,수원시권선구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,3003,기타,야외,공터
2023-01-01 13:45,경기도,수원시장안구,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등",종이,0,0,0,2228,생활서비스,일상서비스,일반상점
2023-01-01 13:52,전라남도,담양군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,1491,주거,단독주택,단독주택
2023-01-01 13:56,인천광역시,강화군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,12149,주거,단독주택,단독주택
2023-01-01 13:57,경상북도,예천군,임야,미상,미상,부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,12669,임야,산불,사유림
2023-01-01 14:15,전라남도,진도군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",0,0,0,1281,주거,기타주택,비닐하우스
2023-01-01 14:26,부산광역시,기장군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,기타 들불
2023-01-01 14:28,서울특별시,양천구,"건축,구조물",미상,미상,미상,미상,"침구,직물류","이불(베개,시트)",1,0,1,3505,주거,공동주택,아파트
2023-01-01 14:30,서울특별시,중랑구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,6,주거,공동주택,다세대주택
2023-01-01 14:58,서울특별시,노원구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기타,기타,"자동차,철도차량,선박,항공기",부품,0,0,0,50,"자동차,철도차량",자동차,승용자동차
2023-01-01 15:02,서울특별시,동작구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,기타(합성수지),0,0,0,51,생활서비스,오락시설,멀티미디어콘텐츠
2023-01-01 15:11,충청남도,논산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락",기타,기타,0,0,0,407,주거,단독주택,단독주택
2023-01-01 15:20,부산광역시,해운대구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,110,기타,야외,기타야외
2023-01-01 15:35,경기도,의왕시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,321,주거,공동주택,아파트
2023-01-01 15:38,강원특별자치도,철원군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,6336,산업시설,창고시설,"창고, 물품저장소"
2023-01-01 15:38,부산광역시,북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,식품,튀김유,0,0,0,1461,생활서비스,음식점,"치킨,족발"
2023-01-01 15:39,충청남도,서산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,13059,주거,단독주택,단독주택
2023-01-01 15:42,경기도,안산시단원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,3957,기타서비스,기타건축물,기타 건축물
2023-01-01 15:45,대구광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,1428,주거,단독주택,단독주택
2023-01-01 15:50,경상남도,남해군,임야,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,기타 들불
2023-01-01 15:51,울산광역시,중구,기타(쓰레기 화재등),"마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,기타,기타,0,0,0,3,기타,야외,기타야외
2023-01-01 15:53,제주특별자치도,서귀포시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,6164,산업시설,창고시설,기타 창고
2023-01-01 16:16,울산광역시,북구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,0,0,0,330,"자동차,철도차량",자동차,화물자동차
2023-01-01 16:18,인천광역시,남동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","기타(전기,전자)",0,0,0,1580,생활서비스,음식점,한식
2023-01-01 16:35,서울특별시,송파구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",0,0,0,1847,주거,단독주택,다가구주택
2023-01-01 16:51,경상북도,경주시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,기타(부주의),"종이,목재,건초등","목재, 합판",0,0,0,183,생활서비스,음식점,한식
2023-01-01 17:11,충청북도,단양군,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,기타(화학적요인),합성수지,합성고무(타이어),0,0,0,84700,산업시설,공장시설,그 밖의 공업
2023-01-01 17:14,경상북도,군위군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,2136,주거,단독주택,단독주택
2023-01-01 17:16,서울특별시,영등포구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",방화의심,방화의심,"종이,목재,건초등",종이,0,0,0,151,"판매,업무시설",숙박시설,여관
2023-01-01 17:29,경상남도,양산시,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 케이스",0,0,0,60,기타,야외,기타야외
2023-01-01 17:43,광주광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,노후,"전기,전자",전자기기 부속품,0,0,0,376,"의료,복지시설",노유자시설,기타 노유자시설
2023-01-01 18:06,충청남도,부여군,"자동차,철도차량","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",잔디,0,0,0,21411,"자동차,철도차량",자동차,승용자동차
2023-01-01 18:23,인천광역시,남동구,"자동차,철도차량","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","침구,직물류","기타(침구,직물류)",0,0,0,264,"자동차,철도차량",자동차,승용자동차
2023-01-01 18:44,경상북도,안동시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",전기배선,0,0,0,794,"자동차,철도차량",자동차,"캠핑용 자동차,트레일러"
2023-01-01 18:52,경기도,안산시상록구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,11700,주거,단독주택,다가구주택
2023-01-01 18:59,경기도,파주시,"건축,구조물",미상,미상,부주의,기타(부주의),"종이,목재,건초등",종이,0,0,0,12779,주거,단독주택,단독주택
2023-01-01 19:03,부산광역시,사상구,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,495,기타,야외,기타야외
2023-01-01 19:16,경기도,평택시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,948589,산업시설,공장시설,식료품공업
2023-01-01 19:43,인천광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",0,0,0,8971,"판매,업무시설",판매시설,전통시장
2023-01-01 19:51,충청남도,태안군,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,기타,기타,0,0,0,33660,"자동차,철도차량",자동차,승용자동차
2023-01-01 20:02,서울특별시,구로구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,30,"판매,업무시설",일반업무,오피스텔
2023-01-01 20:06,서울특별시,성동구,"건축,구조물",미상,미상,전기적 요인,미확인단락,기타,기타,0,0,0,130,생활서비스,음식점,"커피숍,다방,카페"
2023-01-01 20:17,경기도,용인시기흥구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,926,주거,공동주택,아파트
2023-01-01 20:18,서울특별시,성동구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,11,기타,야외,쓰레기
2023-01-01 20:30,경상남도,창녕군,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"기기(전기, 기계 등) 사용.설치부주의",쓰레기류,기타 쓰레기,0,0,0,459,기타,야외,기타야외
2023-01-01 20:31,광주광역시,서구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,72,기타,야외,쓰레기
2023-01-01 20:46,부산광역시,사하구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,30,생활서비스,음식점,한식
2023-01-01 21:06,서울특별시,서초구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,51,기타서비스,기타건축물,기타 건축물
2023-01-01 21:20,경상북도,의성군,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,0,0,0,612,기타,야외,기타야외
2023-01-01 21:21,경상북도,포항시북구,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,3954,임야,들불,숲
2023-01-01 21:44,전라남도,순천시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,9648,생활서비스,음식점,"커피숍,다방,카페(휴게)"
2023-01-01 21:57,경기도,안산시단원구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,2116,생활서비스,음식점,일반주점
2023-01-01 22:02,경기도,안양시동안구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,60,기타,야외,쓰레기
2023-01-01 22:25,서울특별시,강서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,15,"판매,업무시설",판매시설,시장
2023-01-01 22:44,경상북도,경산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,4108,주거,공동주택,다세대주택
2023-01-01 23:38,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",2,0,2,116122,주거,공동주택,아파트
2023-01-01 23:45,대전광역시,대덕구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2023-01-01 23:49,경기도,화성시,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,"침구,직물류","기타(침구,직물류)",0,0,0,328601,산업시설,공장시설,그 밖의 공업
2023-01-01 23:56,충청남도,논산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,71883,산업시설,공장시설,화학공업
2023-01-01 23:59,경기도,부천시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,14,기타,야외,쓰레기
2023-01-02 01:12,서울특별시,은평구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치","전기,전자","전기, 전자기기 케이스",0,0,0,491,"판매,업무시설",일반업무,기타 일반업무시설
2023-01-02 02:28,서울특별시,강서구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",나무,0,0,0,303,주거,공동주택,아파트
2023-01-02 02:33,경상남도,김해시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"침구,직물류","행주, 기름걸레",0,0,0,59,생활서비스,일상서비스,기타 일상서비스
2023-01-02 02:58,전라남도,나주시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,기타,기타,0,0,0,38,주거,공동주택,아파트
2023-01-02 03:01,강원특별자치도,양양군,기타(쓰레기 화재등),"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,기타,야외,기타야외
2023-01-02 03:06,대구광역시,달성군,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,195,생활서비스,음식점,기타휴게음식점
2023-01-02 03:45,대구광역시,수성구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,91,기타,야외,쓰레기
2023-01-02 03:50,경기도,양주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,5055,운수자동차시설,자동차시설,"세차장, 폐차장"
2023-01-02 04:46,경기도,하남시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,440,"자동차,철도차량",자동차,화물자동차
2023-01-02 04:48,부산광역시,북구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,849,생활서비스,음식점,한식
2023-01-02 05:31,경기도,남양주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,85081,산업시설,공장시설,식료품공업
2023-01-02 05:44,경상남도,진주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,4943,주거,기타주택,비닐하우스
2023-01-02 05:48,경기도,가평군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,47150,주거,단독주택,단독주택
2023-01-02 05:53,서울특별시,은평구,"건축,구조물",기타,기타,부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류",의류,0,0,0,220,집합시설,운동시설,체력단련장(헬스장)
2023-01-02 06:03,서울특별시,도봉구,"건축,구조물",작동기기,기타(작동기기),부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,63,"판매,업무시설",판매시설,시장
2023-01-02 06:35,경기도,하남시,"건축,구조물",작동기기,기타(작동기기),부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,154,"판매,업무시설",일반업무,오피스텔
